player,normalized_player,pfr_player_id,gsis_id,cfb_player_id,draft_season,position,college,height_raw,height,weight,forty,vertical,broad,three_cone,short_shuttle,bench,combine_invite,combine_participation,pro_day_used,testing_source,ras_score,speed_score,burst_score,agility_score,ten_yard_split,twenty_yard_split,arm_length,hand_size,wingspan,bmi,testing_coverage_score,testing_notes
Tevin Carter,tevincarter,CartTe00,,tevin-carter-1,2016,S,Utah,6-1,73.0,218.0,4.48,,,,,19.0,1,1,0,nflverse_combine,,,,,,,,,,28.758491274160257,0.5555555555555556,
Jeremy Cash,jeremycash,CashJe00,00-0032994,jeremy-cash-2,2016,S,Duke,6-0,72.0,212.0,4.56,,,,,,1,1,0,nflverse_combine,,,,,,,,,,28.749228395061728,0.4444444444444444,
Joseph Cheek,josephcheek,,,joseph-cheek-1,2016,OG,Texas A&M,6-6,78.0,295.0,5.27,,,,,20.0,1,1,0,nflverse_combine,,,,,,,,,,34.08694937541092,0.5555555555555556,
Kenny Clark,kennyclark,ClarKe01,00-0033120,kenneth-clark-1,2016,DT,UCLA,6-3,75.0,314.0,5.06,28.5,102.0,,4.62,29.0,1,1,0,nflverse_combine,,,,,,,,,,39.24302222222222,0.8888888888888888,
Le'Raven Clark,leravenclark,ClarLe01,00-0033065,leraven-clark-1,2016,OT,Texas Tech,6-5,77.0,316.0,5.16,,,,,18.0,1,1,0,nflverse_combine,,,,,,,,,,37.46803845505144,0.5555555555555556,
Corey Coleman,coreycoleman,ColeCo00,00-0032966,corey-coleman-1,2016,WR,Baylor,5-11,71.0,194.0,4.42,40.5,129.0,,,17.0,1,1,0,nflverse_combine,,,,,,,,,,27.054552668121403,0.7777777777777778,
Shon Coleman,shoncoleman,ColeSh00,00-0033097,shon-coleman-1,2016,OT,Auburn,6-5,77.0,307.0,5.18,,,,,22.0,1,1,0,nflverse_combine,,,,,,,,,,36.40091077753416,0.5555555555555556,
Alex Collins,alexcollins,CollAl00,00-0032426,alex-collins-1,2016,RB,Arkansas,5-10,70.0,217.0,4.59,28.5,113.0,,,18.0,1,1,0,nflverse_combine,,,,,,,,,,31.132857142857144,0.7777777777777778,
Maliek Collins,maliekcollins,CollMa00,00-0033131,maliek-collins-1,2016,DT,Nebraska,6-2,74.0,311.0,5.03,29.5,109.0,7.53,4.52,25.0,1,1,0,nflverse_combine,,,,,,,,,,39.92567567567568,1.0,
Jack Conklin,jackconklin,ConkJa00,00-0033057,jack-conklin-1,2016,OT,Michigan State,6-6,78.0,308.0,5.0,30.0,103.0,7.63,4.57,25.0,1,1,0,nflverse_combine,,,,,,,,,,35.58908612754767,1.0,
Connor Cook,connorcook,CookCo00,00-0032893,connor-cook-1,2016,QB,Michigan State,6-4,76.0,217.0,4.79,33.0,113.0,7.21,4.28,,1,1,0,nflverse_combine,,,,,,,,,,26.411184210526315,0.8888888888888888,
Fahn Cooper,fahncooper,CoopFa00,00-0032427,fahn-cooper-1,2016,OT,Mississippi,6-4,76.0,303.0,5.17,25.0,102.0,7.85,4.89,19.0,1,1,0,nflverse_combine,,,,,,,,,,36.87828947368421,1.0,
Pharoh Cooper,pharohcooper,CoopPh00,00-0033111,pharoh-cooper-1,2016,WR,South Carolina,5-11,71.0,203.0,4.52,31.0,115.0,,,15.0,1,1,0,nflverse_combine,,,,,,,,,,28.309660781590953,0.7777777777777778,
Marshaun Coprich,marshauncoprich,,,,2016,RB,Illinois State,5-8,68.0,207.0,4.47,34.0,112.0,7.26,4.58,17.0,1,1,0,nflverse_combine,,,,,,,,,,31.470804498269896,1.0,
Cody Core,codycore,CoreCo00,00-0032795,cody-core-1,2016,WR,Mississippi,6-3,75.0,205.0,4.47,31.5,119.0,,,14.0,1,1,0,nflverse_combine,,,,,,,,,,25.620444444444445,0.7777777777777778,
Kamalei Correa,kamaleicorrea,CorrKa00,00-0032386,kamalei-correa-1,2016,DE,Boise State,6-3,75.0,243.0,4.69,33.0,108.0,,,21.0,1,1,0,nflverse_combine,,,,,,,,,,30.3696,0.7777777777777778,
James Cowser,jamescowser,CowsJa00,00-0032929,,2016,DE,Southern Utah,6-3,75.0,248.0,4.82,31.5,111.0,6.8,4.31,21.0,1,1,0,nflverse_combine,,,,,,,,,,30.99448888888889,1.0,
Brad Craddock,bradcraddock,CradBr00,,brad-craddock-1,2016,K,Maryland,6-0,72.0,186.0,4.88,,,,,,1,1,0,nflverse_combine,,,,,,,,,,25.22337962962963,0.4444444444444444,
Su'A Cravens,suacravens,CravSu00,00-0032767,sua-cravens-1,2016,OLB,USC,6-1,73.0,226.0,4.58,27.0,114.0,,,16.0,1,1,0,nflverse_combine,,,,,,,,,,29.81384875211109,0.7777777777777778,
Ken Crawley,kencrawley,CrawKe02,00-0032875,kenneth-crawley-1,2016,CB,Colorado,6-0,72.0,187.0,4.43,36.5,119.0,,,,1,1,0,nflverse_combine,,,,,,,,,,25.358989197530864,0.6666666666666666,
Joe Dahl,joedahl,DahlJo00,00-0032418,joe-dahl-1,2016,OT,Washington State,6-4,76.0,304.0,5.18,31.0,109.0,7.64,4.77,28.0,1,1,0,nflverse_combine,,,,,,,,,,37.0,1.0,
Steven Daniels,stevendaniels,DaniSt00,00-0032802,steven-daniels-1,2016,ILB,Boston Col.,5-11,71.0,243.0,4.86,32.0,112.0,7.33,4.54,16.0,1,1,0,nflverse_combine,,,,,,,,,,33.88791906367784,1.0,
Sean Davis,seandavis,DaviSe00,00-0033053,sean-davis-1,2016,CB,Maryland,6-1,73.0,201.0,4.46,37.5,126.0,6.64,3.97,21.0,1,1,0,nflverse_combine,,,,,,,,,,26.51585663351473,1.0,
Trevor Davis,trevordavis,DaviTr03,00-0032423,trevor-davis-1,2016,WR,California,6-1,73.0,188.0,4.42,38.5,124.0,6.6,4.22,11.0,1,1,0,nflverse_combine,,,,,,,,,,24.800900731844624,1.0,
Sheldon Day,sheldonday,DayxSh00,00-0033010,sheldon-day-1,2016,DT,Notre Dame,6-1,73.0,293.0,5.07,30.0,102.0,7.44,4.5,21.0,1,1,0,nflverse_combine,,,,,,,,,,38.652467629949335,1.0,
Taylor Decker,taylordecker,DeckTa00,00-0032381,taylor-decker-1,2016,OT,Ohio State,6-7,79.0,310.0,5.23,29.0,101.0,7.7,4.76,20.0,1,1,0,nflverse_combine,,,,,,,,,,34.919083480211505,1.0,
KJ Dillon,kjdillon,DillK.00,00-0032421,kj-dillon-1,2016,S,West Virginia,6-0,72.0,210.0,4.53,,121.0,,,11.0,1,1,0,nflverse_combine,,,,,,,,,,28.47800925925926,0.6666666666666666,
Kenneth Dixon,kennethdixon,DixoKe00,00-0032411,kenneth-dixon-1,2016,RB,Louisiana Tech,5-10,70.0,215.0,4.56,37.5,121.0,6.97,4.28,18.0,1,1,0,nflverse_combine,,,,,,,,,,30.84591836734694,1.0,
Riley Dixon,rileydixon,DixoRi00,00-0032943,riley-dixon-1,2016,P,Syracuse,6-4,76.0,221.0,5.04,,,,,,1,1,0,nflverse_combine,,,,,,,,,,26.898026315789473,0.4444444444444444,
Josh Doctson,joshdoctson,DoctJo00,00-0032760,josh-doctson-1,2016,WR,TCU,6-2,74.0,202.0,4.5,41.0,131.0,6.84,4.08,14.0,1,1,0,nflverse_combine,,,,,,,,,,25.93243243243243,1.0,
Kevin Dodd,kevindodd,DoddKe00,00-0033074,kevin-dodd-1,2016,DE,Clemson,6-5,77.0,277.0,4.86,,,,,,1,1,0,nflverse_combine,,,,,,,,,,32.84381851914319,0.4444444444444444,
Brandon Doughty,brandondoughty,DougBr00,00-0032446,brandon-doughty-1,2016,QB,Western Kentucky,6-3,75.0,213.0,5.22,27.0,103.0,7.49,4.52,,1,1,0,nflverse_combine,,,,,,,,,,26.620266666666666,0.8888888888888888,
Kenyan Drake,kenyandrake,DrakKe00,00-0033118,kenyan-drake-1,2016,RB,Alabama,6-1,73.0,210.0,4.45,34.5,123.0,7.04,4.21,10.0,1,1,0,nflverse_combine,,,,,,,,,,27.70313379620942,1.0,
Spencer Drango,spencerdrango,DranSp00,00-0032976,spencer-drango-1,2016,OT,Baylor,6-6,78.0,315.0,5.27,27.0,100.0,7.88,4.66,30.0,1,1,0,nflverse_combine,,,,,,,,,,36.39792899408284,1.0,
Jeff Driskel,jeffdriskel,DrisJe00,00-0032436,jeff-driskel-1,2016,QB,Louisiana Tech,6-4,76.0,234.0,4.56,32.0,122.0,7.19,4.25,,1,1,0,nflverse_combine,,,,,,,,,,28.480263157894736,0.8888888888888888,
Thomas Duarte,thomasduarte,DuarTh00,00-0033061,thomas-duarte-1,2016,TE,UCLA,6-2,74.0,231.0,4.72,33.5,118.0,6.97,4.24,12.0,1,1,0,nflverse_combine,,,,,,,,,,29.655405405405407,1.0,
Lachlan Edwards,lachlanedwards,,,,2016,P,Sam Houston State,6-4,76.0,209.0,4.98,,,,,,1,1,0,nflverse_combine,,,,,,,,,,25.4375,0.4444444444444444,
Parker Ehinger,parkerehinger,EhinPa00,00-0032771,parker-ehinger-1,2016,OT,Cincinnati,6-6,78.0,310.0,5.26,27.5,97.0,,,,1,1,0,nflverse_combine,,,,,,,,,,35.82018408941486,0.6666666666666666,
Deandre Elliott,deandreelliott,ElliDe01,00-0032465,deandre-elliott-1,2016,CB,Colorado State,6-1,73.0,188.0,4.55,41.0,125.0,6.93,3.94,,1,1,0,nflverse_combine,,,,,,,,,,24.800900731844624,0.8888888888888888,
Ezekiel Elliott,ezekielelliott,ElliEz00,00-0033045,ezekiel-elliott-1,2016,RB,Ohio State,6-0,72.0,225.0,4.47,32.5,118.0,,,,1,1,0,nflverse_combine,,,,,,,,,,30.51215277777778,0.6666666666666666,
Tyler Ervin,tylerervin,ErviTy00,00-0032404,tyler-ervin-1,2016,RB,San Jose State,5-10,70.0,192.0,4.41,39.0,130.0,,,17.0,1,1,0,nflverse_combine,,,,,,,,,,27.54612244897959,0.7777777777777778,
Kyler Fackrell,kylerfackrell,FackKy00,00-0032955,kyler-fackrell-1,2016,OLB,Utah State,6-5,77.0,245.0,4.72,34.5,121.0,,,15.0,1,1,0,nflverse_combine,,,,,,,,,,29.049586776859503,0.7777777777777778,
Ka'Imi Fairbairn,kaimifairbairn,FairKa01,00-0032726,kaimi-fairbairn-1,2016,K,UCLA,5-11,71.0,183.0,4.96,,,,,,1,1,0,nflverse_combine,,,,,,,,,,25.52053164054751,0.4444444444444444,
Jason Fanaika,jasonfanaika,FanaJa01,00-0032718,jason-fanaika-3,2016,DE,Utah,6-2,74.0,271.0,4.92,35.5,113.0,7.06,4.39,23.0,1,1,0,nflverse_combine,,,,,,,,,,34.79054054054054,1.0,
Travis Feeney,travisfeeney,FeenTr00,00-0032444,travis-feeney-1,2016,OLB,Washington,6-4,76.0,230.0,4.5,40.0,130.0,7.2,4.42,,1,1,0,nflverse_combine,,,,,,,,,,27.99342105263158,0.8888888888888888,
Josh Ferguson,joshferguson,FergJo02,00-0032377,josh-ferguson-3,2016,RB,Illinois,5-9,69.0,198.0,4.48,34.5,120.0,,,21.0,1,1,0,nflverse_combine,,,,,,,,,,29.236294896030245,0.7777777777777778,
Leonard Floyd,leonardfloyd,FloyLe00,00-0033072,leonard-floyd-1,2016,OLB,Georgia,6-6,78.0,244.0,4.6,39.5,127.0,,,,1,1,0,nflverse_combine,,,,,,,,,,28.1939513477975,0.6666666666666666,
Josh Forrest,joshforrest,ForrJo00,00-0033113,josh-forrest-1,2016,ILB,Kentucky,6-3,75.0,249.0,4.91,30.5,118.0,,,11.0,1,1,0,nflverse_combine,,,,,,,,,,31.119466666666668,0.7777777777777778,
D.J. Foster,djfoster,FostD.01,00-0032577,dj-foster-1,2016,WR,Arizona State,5-10,70.0,193.0,4.57,35.5,117.0,6.75,4.07,14.0,1,1,0,nflverse_combine,,,,,,,,,,27.689591836734692,1.0,
Kavon Frazier,kavonfrazier,FrazKa00,00-0033048,kavon-frazier-1,2016,S,Central Michigan,6-0,72.0,217.0,4.53,,,,,18.0,1,1,0,nflverse_combine,,,,,,,,,,29.427276234567902,0.5555555555555556,
Kris Frost,krisfrost,FrosKr00,,kris-frost-1,2016,OLB,Auburn,6-2,74.0,240.0,4.97,29.0,113.0,,,,1,1,0,nflverse_combine,,,,,,,,,,30.81081081081081,0.6666666666666666,
Kendall Fuller,kendallfuller,FullKe00,00-0033084,kendall-fuller-1,2016,CB,Virginia Tech,5-11,71.0,187.0,4.48,,,,,15.0,1,1,0,nflverse_combine,,,,,,,,,,26.0783574687562,0.5555555555555556,
Will Fuller,willfuller,FullWi01,00-0033127,william-fuller-2,2016,WR,Notre Dame,6-0,72.0,186.0,4.32,33.5,126.0,6.93,4.27,10.0,1,1,0,nflverse_combine,,,,,,,,,,25.22337962962963,1.0,
Joshua Garnett,joshuagarnett,GarnJo00,00-0033151,joshua-garnett-1,2016,OG,Stanford,6-4,76.0,312.0,5.32,29.0,99.0,7.62,4.64,30.0,1,1,0,nflverse_combine,,,,,,,,,,37.973684210526315,1.0,
Keyarris Garrett,keyarrisgarrett,GarrKe01,00-0032995,keyarris-garrett-1,2016,WR,Tulsa,6-3,75.0,220.0,4.53,36.5,128.0,7.3,4.33,14.0,1,1,0,nflverse_combine,,,,,,,,,,27.49511111111111,1.0,
Graham Glasgow,grahamglasgow,GlasGr00,00-0032395,graham-glasgow-1,2016,C,Michigan,6-6,78.0,307.0,5.13,25.0,106.0,7.63,4.63,23.0,1,1,0,nflverse_combine,,,,,,,,,,35.47353714661407,1.0,
Jared Goff,jaredgoff,GoffJa00,00-0033106,jared-goff-1,2016,QB,California,6-4,76.0,215.0,4.82,27.0,110.0,7.17,4.47,,1,1,0,nflverse_combine,,,,,,,,,,26.167763157894736,0.8888888888888888,
B.J. Goodson,bjgoodson,GoodB.00,00-0033121,bj-goodson-1,2016,OLB,Clemson,6-1,73.0,242.0,4.69,34.5,118.0,7.05,4.51,30.0,1,1,0,nflverse_combine,,,,,,,,,,31.92456370801276,1.0,
Adam Gotsis,adamgotsis,GotsAd00,00-0033064,adam-gotsis-1,2016,DT,Georgia Tech,6-4,76.0,287.0,4.88,,,,,,1,1,0,nflverse_combine,,,,,,,,,,34.93092105263158,0.4444444444444444,
T.J. Green,tjgreen,GreeT.00,00-0033059,tj-green-1,2016,S,Clemson,6-2,74.0,209.0,4.34,35.5,129.0,,,13.0,1,1,0,nflverse_combine,,,,,,,,,,26.83108108108108,0.7777777777777778,
Darrell Greene,darrellgreene,GreeDa02,00-0032962,darrell-greene-1,2016,OG,San Diego State,6-3,75.0,321.0,5.2,21.5,98.0,8.07,4.98,28.0,1,1,0,nflverse_combine,,,,,,,,,,40.117866666666664,1.0,
David Grinnage,davidgrinnage,GrinDa00,00-0032634,david-grinnage-1,2016,TE,North Carolina State,6-5,77.0,248.0,4.9,29.5,106.0,,,,1,1,0,nflverse_combine,,,,,,,,,,29.4052960026986,0.6666666666666666,
Glenn Gronkowski,glenngronkowski,GronGl01,00-0032499,glenn-gronkowski-1,2016,FB,Kansas State,6-2,74.0,239.0,4.71,33.0,120.0,7.1,4.45,17.0,1,1,0,nflverse_combine,,,,,,,,,,30.68243243243243,1.0,
Christian Hackenberg,christianhackenberg,HackCh01,00-0032953,christian-hackenberg-1,2016,QB,Penn State,6-4,76.0,223.0,4.78,31.0,114.0,7.04,4.33,,1,1,0,nflverse_combine,,,,,,,,,,27.14144736842105,0.8888888888888888,
Tom Hackett,tomhackett,HackTo00,,tom-hackett-1,2016,P,Utah,5-10,70.0,198.0,4.86,,,,,,1,1,0,nflverse_combine,,,,,,,,,,28.406938775510206,0.4444444444444444,
Joe Haeg,joehaeg,HaegJo00,00-0032419,,2016,OT,North Dakota State,6-6,78.0,304.0,5.16,27.5,111.0,7.47,4.47,,1,1,0,nflverse_combine,,,,,,,,,,35.12689020381328,0.8888888888888888,
Deiondre Hall,deiondrehall,,,,2016,CB,Northern Iowa,6-2,74.0,199.0,4.68,37.0,127.0,7.07,4.06,,1,1,0,nflverse_combine,,,,,,,,,,25.5472972972973,0.8888888888888888,
Javon Hargrave,javonhargrave,HargJa00,00-0033109,,2016,DT,South Carolina State,6-1,73.0,309.0,4.93,34.5,109.0,7.9,4.7,29.0,1,1,0,nflverse_combine,,,,,,,,,,40.763182585851006,1.0,
De'Vante Harris,devanteharris,HarrDe04,00-0032946,devante-harris-1,2016,CB,Texas A&M,5-11,71.0,176.0,4.56,38.5,124.0,6.82,4.06,,1,1,0,nflverse_combine,,,,,,,,,,24.544336441182306,0.8888888888888888,
Jerald Hawkins,jeraldhawkins,HawkJe00,00-0033085,jerald-hawkins-1,2016,OT,LSU,6-6,78.0,305.0,5.23,23.5,100.0,8.19,4.89,23.0,1,1,0,nflverse_combine,,,,,,,,,,35.24243918474688,1.0,
Joel Heath,joelheath,HeatJo00,00-0032727,joel-heath-1,2016,DT,Michigan State,6-5,77.0,293.0,5.02,33.0,113.0,7.44,4.52,26.0,1,1,0,nflverse_combine,,,,,,,,,,34.74093439028504,1.0,
Temarrick Hemingway,temarrickhemingway,HemiTe00,00-0033112,,2016,TE,South Carolina State,6-5,77.0,244.0,4.71,30.5,115.0,6.88,4.31,18.0,1,1,0,nflverse_combine,,,,,,,,,,28.93101703491314,1.0,
Derrick Henry,derrickhenry,HenrDe00,00-0032764,derrick-henry-2,2016,RB,Alabama,6-3,75.0,247.0,4.54,37.0,130.0,7.2,4.38,22.0,1,1,0,nflverse_combine,,,,,,,,,,30.869511111111112,1.0,
Hunter Henry,hunterhenry,HenrHu00,00-0033090,hunter-henry-1,2016,TE,Arkansas,6-5,77.0,250.0,4.79,,,,,13.0,1,1,0,nflverse_combine,,,,,,,,,,29.64243548659133,0.5555555555555556,
Willie Henry,williehenry,HenrWi00,00-0032409,willie-henry-1,2016,DT,Michigan,6-3,75.0,303.0,5.0,30.5,110.0,7.57,4.53,28.0,1,1,0,nflverse_combine,,,,,,,,,,37.86826666666666,1.0,
Quayvon Hicks,quayvonhicks,HickQu01,,quayvon-hicks-1,2016,FB,Georgia,6-1,73.0,259.0,4.82,,,,,,1,1,0,nflverse_combine,,,,,,,,,,34.16719834865828,0.4444444444444444,
Tyler Higbee,tylerhigbee,HigbTy00,00-0033110,tyler-higbee-1,2016,TE,Western Kentucky,6-6,78.0,249.0,4.77,,,,,,1,1,0,nflverse_combine,,,,,,,,,,28.771696252465482,0.4444444444444444,
Rashard Higgins,rashardhiggins,HiggRa00,00-0032977,rashard-higgins-1,2016,WR,Colorado State,6-1,73.0,196.0,4.64,32.0,116.0,,,13.0,1,1,0,nflverse_combine,,,,,,,,,,25.85625820979546,0.7777777777777778,
Kevin Hogan,kevinhogan,HogaKe00,00-0032784,kevin-hogan-2,2016,QB,Stanford,6-3,75.0,218.0,4.78,32.5,113.0,6.9,4.31,,1,1,0,nflverse_combine,,,,,,,,,,27.245155555555556,0.8888888888888888,
Johnny Holton,johnnyholton,HoltJo00,00-0032935,johnny-holton-1,2016,WR,Cincinnati,6-1,73.0,190.0,4.54,31.5,123.0,,,8.0,1,1,0,nflverse_combine,,,,,,,,,,25.064740101332333,0.7777777777777778,
Austin Hooper,austinhooper,HoopAu00,00-0032392,austin-hooper-1,2016,TE,Stanford,6-4,76.0,254.0,4.72,33.0,117.0,7.0,4.32,19.0,1,1,0,nflverse_combine,,,,,,,,,,30.914473684210527,1.0,
Deandre Houston-Carson,deandrehoustoncarson,HousDe00,00-0032790,,2016,S,William & Mary,6-1,73.0,201.0,4.54,32.5,115.0,7.15,4.28,13.0,1,1,0,nflverse_combine,,,,,,,,,,26.51585663351473,1.0,
Jordan Howard,jordanhoward,HowaJo00,00-0032780,jordan-howard-1,2016,RB,Indiana,6-0,72.0,230.0,4.57,34.0,122.0,,,16.0,1,1,0,nflverse_combine,,,,,,,,,,31.19020061728395,0.7777777777777778,
Xavien Howard,xavienhoward,HowaXa00,00-0033050,xavien-howard-1,2016,CB,Baylor,6-0,72.0,201.0,4.58,33.0,122.0,7.18,4.15,11.0,1,1,0,nflverse_combine,,,,,,,,,,27.25752314814815,1.0,
Germain Ifedi,germainifedi,IfedGe00,00-0032384,germain-ifedi-1,2016,OT,Texas A&M,6-6,78.0,324.0,5.27,32.5,109.0,,4.75,24.0,1,1,0,nflverse_combine,,,,,,,,,,37.437869822485204,0.8888888888888888,
Cleveland Wallace III,clevelandwallaceiii,,,,2016,CB,San Jose State,5-11,71.0,188.0,4.68,35.5,123.0,,,,1,1,0,nflverse_combine,,,,,,,,,,26.217813925808372,0.6666666666666666,
Vernon Hargreaves III,vernonhargreavesiii,HargVe00,00-0032758,vernon-hargreaves-iii-1,2016,CB,Florida,5-10,70.0,204.0,4.5,39.0,130.0,,3.98,15.0,1,1,0,nflverse_combine,,,,,,,,,,29.267755102040816,0.8888888888888888,
William Jackson III,williamjacksoniii,JackWi02,00-0033107,william-jackson-iii-1,2016,CB,Houston,6-0,72.0,189.0,4.37,,116.0,,,10.0,1,1,0,nflverse_combine,,,,,,,,,,25.630208333333332,0.6666666666666666,
Scooby Wright III,scoobywrightiii,WrigSc00,00-0032979,scooby-wright-1,2016,ILB,Arizona,6-0,72.0,239.0,4.9,31.0,113.0,,4.47,22.0,1,1,0,nflverse_combine,,,,,,,,,,32.41068672839506,0.8888888888888888,
Matt Ioannidis,mattioannidis,IoanMa01,00-0032781,matt-ioannidis-1,2016,DT,Temple,6-3,75.0,299.0,5.03,28.0,108.0,7.78,4.71,32.0,1,1,0,nflverse_combine,,,,,,,,,,37.36835555555555,1.0,
Myles Jack,mylesjack,JackMy00,00-0032968,myles-jack-1,2016,OLB,UCLA,6-1,73.0,245.0,4.56,,,,,19.0,1,1,0,nflverse_combine,,,,,,,,,,32.320322762244324,0.5555555555555556,
Branden Jackson,brandenjackson,JackBr04,00-0033024,branden-jackson-1,2016,DE,Texas Tech,6-4,76.0,273.0,5.06,31.5,113.0,7.4,4.77,20.0,1,1,0,nflverse_combine,,,,,,,,,,33.22697368421053,1.0,
Dominick Jackson,dominickjackson,JackDo00,,dominick-jackson-1,2016,OT,Alabama,6-5,77.0,313.0,5.38,26.0,97.0,,,20.0,1,1,0,nflverse_combine,,,,,,,,,,37.11232922921235,0.7777777777777778,
Andy Janovich,andyjanovich,JanoAn00,00-0032956,andy-janovich-1,2016,FB,Nebraska,6-1,73.0,238.0,4.81,34.0,119.0,7.28,4.32,30.0,1,1,0,nflverse_combine,,,,,,,,,,31.396884969037345,1.0,
Quinton Jefferson,quintonjefferson,JeffQu00,00-0032416,quinton-jefferson-1,2016,DT,Maryland,6-4,76.0,291.0,4.95,29.0,,7.95,4.37,24.0,1,1,0,nflverse_combine,,,,,,,,,,35.41776315789474,0.8888888888888888,
Jordan Jenkins,jordanjenkins,JenkJo01,00-0032970,jordan-jenkins-2,2016,OLB,Georgia,6-3,75.0,259.0,4.8,36.5,121.0,,,16.0,1,1,0,nflverse_combine,,,,,,,,,,32.36924444444445,0.7777777777777778,
Austin Johnson,austinjohnson,JohnAu01,00-0032763,austin-johnson-2,2016,DT,Penn State,6-4,76.0,314.0,5.32,26.0,96.0,7.84,4.75,25.0,1,1,0,nflverse_combine,,,,,,,,,,38.2171052631579,1.0,
C.J. Johnson,cjjohnson,JohnC.00,,cj-johnson-3,2016,ILB,Mississippi,6-1,73.0,234.0,4.81,,,,4.52,,1,1,0,nflverse_combine,,,,,,,,,,30.869206230061927,0.5555555555555556,
Devon Johnson,devonjohnson,JohnDe05,00-0032996,devon-johnson-1,2016,RB,Marshall,6-0,72.0,238.0,4.64,,,,,,1,1,0,nflverse_combine,,,,,,,,,,32.27507716049383,0.4444444444444444,
Tyler Johnstone,tylerjohnstone,JohnTy01,00-0032904,tyler-johnstone-1,2016,OT,Oregon,6-5,77.0,301.0,5.21,30.5,104.0,7.31,4.6,24.0,1,1,0,nflverse_combine,,,,,,,,,,35.689492325855966,1.0,
Cardale Jones,cardalejones,JoneCa01,00-0033098,cardale-jones-1,2016,QB,Ohio State,6-5,77.0,253.0,4.81,36.0,,,,,1,1,0,nflverse_combine,,,,,,,,,,29.998144712430427,0.5555555555555556,
Cayleb Jones,caylebjones,JoneCa02,00-0032963,cayleb-jones-2,2016,WR,Arizona,6-3,75.0,209.0,4.65,33.5,,6.99,4.14,9.0,1,1,0,nflverse_combine,,,,,,,,,,26.120355555555555,0.8888888888888888,
Chris Jones,chrisjones,JoneCh09,00-0032762,chris-jones-8,2016,DT,Mississippi State,6-6,78.0,310.0,5.03,24.5,106.0,7.44,4.62,26.0,1,1,0,nflverse_combine,,,,,,,,,,35.82018408941486,1.0,
Cyrus Jones,cyrusjones,JoneCy00,00-0032390,cyrus-jones-2,2016,CB,Alabama,5-10,70.0,197.0,4.49,33.0,116.0,6.71,4.21,10.0,1,1,0,nflverse_combine,,,,,,,,,,28.2634693877551,1.0,
Deion Jones,deionjones,JoneDe01,00-0032388,deion-jones-1,2016,OLB,LSU,6-1,73.0,222.0,4.59,33.0,120.0,,,,1,1,0,nflverse_combine,,,,,,,,,,29.286170013135674,0.6666666666666666,
Jonathan Jones,jonathanjones,JoneJo03,00-0032580,jonathan-jones-3,2016,CB,Auburn,5-9,69.0,186.0,4.33,36.0,123.0,7.25,4.25,19.0,1,1,0,nflverse_combine,,,,,,,,,,27.464398235664778,1.0,
Karl Joseph,karljoseph,JoseKa00,00-0032888,karl-joseph-1,2016,S,West Virginia,5-10,70.0,205.0,4.57,,,,,,1,1,0,nflverse_combine,,,,,,,,,,29.41122448979592,0.4444444444444444,
Matt Judon,mattjudon,JudoMa00,00-0032415,,2016,DE,Grand Valley State,6-3,75.0,275.0,4.73,35.0,109.0,7.67,4.52,30.0,1,1,0,nflverse_combine,,,,,,,,,,34.36888888888889,1.0,
Ufomba Kamalu,ufombakamalu,KamaUf00,00-0032729,ufomba-kamalu-1,2016,DE,Miami (FL),6-5,77.0,295.0,5.01,25.0,106.0,7.32,4.58,26.0,1,1,0,nflverse_combine,,,,,,,,,,34.97807387417777,1.0,
Drew Kaser,drewkaser,KaseDr00,00-0032896,drew-kaser-1,2016,P,Texas A&M,6-2,74.0,212.0,4.95,,,,,,1,1,0,nflverse_combine,,,,,,,,,,27.216216216216218,0.4444444444444444,
Nila Kasitati,nilakasitati,KasiNi01,00-0033030,nila-kasitati-1,2016,OG,Oklahoma,6-3,75.0,317.0,5.32,27.5,107.0,8.3,4.83,12.0,1,1,0,nflverse_combine,,,,,,,,,,39.617955555555554,1.0,
Bronson Kaufusi,bronsonkaufusi,KaufBr01,00-0033117,bronson-kaufusi-1,2016,DE,BYU,6-6,78.0,285.0,4.87,30.0,111.0,7.03,4.25,25.0,1,1,0,nflverse_combine,,,,,,,,,,32.93145956607495,1.0,
Jayron Kearse,jayronkearse,KearJa00,00-0032454,jayron-kearse-1,2016,S,Clemson,6-4,76.0,216.0,4.62,31.5,124.0,7.06,,16.0,1,1,0,nflverse_combine,,,,,,,,,,26.289473684210527,0.8888888888888888,
Ryan Kelly,ryankelly,KellRy00,00-0032383,ryan-kelly-1,2016,C,Alabama,6-4,76.0,311.0,5.03,30.0,103.0,7.58,4.59,26.0,1,1,0,nflverse_combine,,,,,,,,,,37.85197368421053,1.0,
Cody Kessler,codykessler,KessCo00,00-0033104,cody-kessler-1,2016,QB,USC,6-1,73.0,220.0,4.89,29.5,104.0,7.32,4.0,,1,1,0,nflverse_combine,,,,,,,,,,29.022330643647965,0.8888888888888888,
Miles Killebrew,mileskillebrew,KillMi00,00-0032399,,2016,S,Southern Utah,6-2,74.0,217.0,4.65,38.0,127.0,6.93,4.18,22.0,1,1,0,nflverse_combine,,,,,,,,,,27.85810810810811,1.0,
Derrick Kindred,derrickkindred,KindDe00,00-0033076,derrick-kindred-1,2016,S,TCU,5-10,70.0,207.0,4.5,37.5,123.0,7.05,4.29,,1,1,0,nflverse_combine,,,,,,,,,,29.69816326530612,0.8888888888888888,
