player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_epa,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_pass_rush_defense,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_positive_epa_percent,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_epa,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_pass_rush_defense,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_positive_epa_percent,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Michael Weimer,21557,QB,WOFFORD,1,2.78,2.0,,5.9,5,350,33.3,3,3,4.3,1.83,0,0,0.0,33.3,1,1,0.0,3,60.0,0,-0.64,0,,,,,62.7,46.0,66.6,,46.2,,,,,,0,0,3,33.3,0.0,42.4,0.0,0,0,0,0,0,0,0.0,5,1.7,100.0,1,1,15.0,4.2,0,0,0.0,100.0,1,2,0.0,2,40.0,0,1.49,0,,,,,61.8,66.2,65.5,,72.6,,,57.3,,,0,0,2,100.0,0.0,118.8,0.0,0,1,0,0,0,0,0.0,24,24.0
Matt Alviti,44954,QB,NWESTERN,3,3.14,3.23,2.8,,5,256,66.7,3,3,-0.7,2.23,0,0,0.0,66.7,2,2,0.0,3,60.0,0,-1.92,0,,,,,62.7,49.6,66.6,,49.7,,,,,,0,0,3,0.0,0.0,70.1,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,21.0,4.5,0,0,0.0,0.0,0,2,,2,40.0,0,-1.32,0,,,,,61.8,35.9,65.5,,36.5,,,,,,0,0,2,0.0,50.0,39.6,50.0,1,0,0,0,0,1,50.0,0,0.0
Malcolm Bell,46548,QB,NC CENT,1,3.08,2.38,,5.9,5,247,66.7,3,3,1.7,1.9,0,0,0.0,33.3,1,0,50.0,3,60.0,1,-1.13,0,,,,,62.7,56.1,66.6,,56.0,,,,,,0,0,3,0.0,,42.4,0.0,0,0,0,0,0,0,0.0,3,1.0,0.0,1,1,5.0,4.85,0,0,0.0,0.0,0,1,,2,40.0,0,-1.05,0,,,,,61.8,54.3,65.5,,61.0,,,57.0,,,0,0,2,0.0,0.0,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0
Chris Brown,16756,QB,CAL POLY,1,2.78,1.93,6.2,,5,129,50.0,4,4,6.3,1.93,0,0,0.0,25.0,1,1,50.0,4,80.0,1,-2.8,0,,,,,63.3,26.1,67.4,,26.4,,,,,,0,1,4,0.0,0.0,0.0,0.0,0,0,0,0,0,2,50.0,2,0.5,,0,0,,6.2,0,0,,,0,1,,1,20.0,0,3.05,0,,,,,60.3,58.5,63.6,,60.0,,,,,,0,0,1,100.0,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
Ryan Swingle,47135,QB,VA MILT IN,1,1.9,1.9,,,5,336,50.0,2,4,7.5,1.7,2,0,0.0,0.0,0,0,100.0,4,80.0,1,-0.43,0,,,,,63.3,41.8,67.4,,42.0,,,,,,0,0,4,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,100.0,1,1,33.0,2.7,0,1,50.0,100.0,1,0,0.0,1,20.0,0,4.07,0,,,,,61.8,86.0,65.5,,85.2,,,,,,0,0,2,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,34,34.0
Faton Bauta,46470,QB,GEORGIA,2,2.28,2.28,,,5,173,100.0,3,3,3.0,1.67,0,0,0.0,66.7,2,0,33.3,3,60.0,1,0.18,0,,,,,62.7,73.1,66.6,,72.6,,,,,,0,0,3,66.7,,81.3,0.0,0,0,0,0,0,0,0.0,17,5.7,100.0,2,2,9.0,3.2,0,0,0.0,100.0,2,0,0.0,2,40.0,0,1.75,0,,,,,61.8,76.1,65.5,,75.5,,,,,,0,0,2,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,31,15.5
William Crest Jr.,45917,QB,W VIRGINIA,1,1.72,1.43,2.9,,5,343,75.0,4,4,-1.5,1.43,0,0,0.0,75.0,3,0,0.0,4,80.0,0,-0.28,0,,,,,63.3,57.6,67.4,,57.5,,,,,,0,0,4,25.0,,77.1,0.0,0,0,0,0,0,0,0.0,7,1.8,,0,0,,2.9,0,0,,,0,1,,1,20.0,0,-4.04,0,,,,,60.3,59.7,63.6,,60.0,,,,,,0,0,1,0.0,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
McCoy Hill,46407,QB,BYU,1,3.52,3.0,,3.87,5,128,100.0,1,1,5.0,2.4,0,0,0.0,100.0,1,0,0.0,1,20.0,0,1.47,0,,,,,60.3,72.3,63.6,,71.8,,,,,,0,0,1,100.0,,100.0,0.0,0,0,0,0,0,0,0.0,8,8.0,100.0,1,1,4.0,3.8,0,0,0.0,100.0,1,1,0.0,4,80.0,0,0.34,0,,,,,63.3,56.6,67.4,,73.7,,,50.6,,,0,0,4,75.0,0.0,118.8,0.0,0,3,0,0,0,0,0.0,19,19.0
Austin Sumner,15239,QB,S DAK ST,1,2.62,1.83,,5.8,5,292,50.0,4,4,0.5,1.83,0,0,0.0,50.0,2,0,0.0,4,80.0,0,-1.02,0,,,,,63.3,50.5,67.4,,50.6,,,,,,0,1,4,25.0,,16.7,0.0,0,0,0,0,0,0,0.0,7,1.8,,0,0,,5.8,0,0,,,0,1,,1,20.0,0,-1.36,0,,,,,60.3,53.3,63.6,,,,,57.0,,,0,0,1,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,
Chris Johnson,38519,QB,BAYLOR,2,1.93,1.93,,,4,118,100.0,4,4,5.5,1.93,0,0,0.0,100.0,4,0,0.0,4,100.0,0,1.98,0,,,,,63.3,42.4,67.4,,42.6,,,,,,0,0,4,100.0,,113.5,0.0,0,0,0,0,0,1,25.0,45,11.3,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Thomas Sperbeck,47487,WR,BOISE ST,3,3.45,3.45,,,4,120,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,66.7,3,4,12.3,3.45,0,0,0.0,50.0,2,2,0.0,4,100.0,0,0.06,0,,,,,63.3,79.1,68.8,,68.9,66.6,,,,,0,0,4,50.0,0.0,117.7,0.0,0,0,0,1,1,0,0.0,33,8.3
Larry Brihm,28131,QB,BETH COOK,1,2.53,2.4,2.9,,4,119,50.0,2,2,2.0,2.35,0,0,0.0,50.0,1,0,0.0,2,50.0,0,-1.06,0,,,,,61.8,54.4,65.5,,54.6,,,,,,0,0,2,0.0,,56.3,0.0,0,0,0,0,0,0,0.0,1,0.5,100.0,1,1,-2.0,2.7,0,0,0.0,100.0,1,1,0.0,2,50.0,0,-1.48,0,,,,,61.8,58.9,65.5,,58.9,,,,,,0,0,2,0.0,100.0,79.2,50.0,1,0,0,0,0,0,0.0,-2,-2.0
Troy Jones,17174,QB,W KENTUCKY,1,1.8,1.8,,,4,346,50.0,4,4,7.3,1.8,0,0,0.0,50.0,2,0,0.0,4,100.0,0,-0.24,0,,,,,63.3,26.3,67.4,,26.5,,,,,,0,0,4,50.0,,56.3,0.0,0,0,0,0,0,2,50.0,11,2.8,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Brenden Motley,44983,QB,VA TECH,2,3.63,3.17,5.0,,4,337,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,50.0,2,3,22.5,3.63,0,0,0.0,33.3,1,2,0.0,4,100.0,0,-0.09,0,,,,,63.3,58.6,67.4,,58.5,,,,,,0,0,4,25.0,50.0,53.5,25.0,1,0,0,1,0,0,0.0,17,5.7
Joey Iosefa,9664,HB,HAWAII,4,3.45,3.0,,4.8,4,180,100.0,1,1,8.0,1.8,0,0,0.0,100.0,1,0,0.0,1,25.0,0,0.98,0,,,,,60.3,72.4,63.6,,71.9,,,,,,0,0,1,100.0,,118.8,0.0,0,0,0,0,1,0,0.0,1,1.0,50.0,2,2,29.5,4.0,0,0,0.0,50.0,1,1,0.0,3,75.0,0,0.26,0,,,,,62.7,56.8,67.2,,62.3,,,57.0,,,0,0,3,66.7,0.0,83.3,0.0,0,1,0,0,0,0,0.0,19,9.5
Bart Houston,12349,QB,WISCONSIN,2,2.9,2.57,,3.9,4,349,100.0,2,2,11.5,2.2,0,1,50.0,0.0,0,1,100.0,2,50.0,2,-2.28,0,,,,,61.8,90.2,65.5,,89.8,,,,,,0,0,2,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,100.0,1,1,4.0,3.6,0,0,0.0,100.0,1,0,0.0,2,50.0,0,0.97,0,,,,,61.8,47.5,65.5,,54.0,,,57.0,,,0,0,2,100.0,,131.3,0.0,0,1,0,0,1,0,0.0,6,6.0
Michael Knox,29962,QB,SVANNAH ST,1,3.7,3.27,,5.0,4,286,0.0,1,1,-4.0,1.5,0,0,0.0,0.0,0,0,,1,25.0,0,-1.26,0,,,,,60.3,56.9,63.6,,57.7,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,2,21.0,4.43,0,0,0.0,0.0,0,2,,3,75.0,0,1.07,0,,,,,62.7,58.2,66.6,,48.4,,,64.2,,,0,0,3,33.3,0.0,39.6,0.0,0,1,0,1,0,0,0.0,0,0.0
Carson Royal,39204,QB,FL A&M,1,2.55,2.33,3.2,,4,164,100.0,1,1,6.0,1.6,0,0,0.0,0.0,0,0,100.0,1,25.0,1,-1.38,0,,,,,60.3,72.4,63.6,,71.9,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,2,12.0,2.87,0,0,0.0,0.0,0,1,,3,75.0,0,-1.05,0,,,,,62.7,26.2,66.6,,26.5,,,,,,0,0,3,0.0,100.0,39.6,33.3,1,0,0,1,0,1,33.3,0,0.0
Deshon Foxx,10160,WR,UCONN,4,3.25,2.73,,4.8,4,146,50.0,2,2,4.0,2.25,0,0,0.0,50.0,1,0,0.0,2,50.0,0,-0.59,0,,,,,61.8,54.4,65.5,,54.6,,,,,,0,0,2,50.0,,56.3,0.0,0,0,0,0,0,0,0.0,4,2.0,0.0,1,1,24.0,4.25,0,0,0.0,0.0,0,1,,2,50.0,0,-0.93,0,,,,,61.8,53.4,66.7,,59.9,,,57.0,,,0,0,2,0.0,0.0,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0
Chris Andrews,24296,QB,WAGNER,1,3.2,2.35,2.1,6.0,4,338,0.0,1,1,27.0,2.1,0,0,0.0,0.0,0,1,,2,50.0,0,-4.54,0,,,,,60.3,47.7,65.5,,48.0,,,,,,0,0,2,0.0,100.0,39.6,50.0,1,0,0,0,0,0,0.0,0,0.0,100.0,1,1,35.0,4.3,0,1,100.0,100.0,1,0,0.0,2,50.0,0,2.09,0,,,,,61.8,90.6,65.5,,92.5,,,57.0,,,0,0,2,50.0,,118.8,0.0,0,1,0,0,0,0,0.0,55,55.0
Jason Stewart,38678,QB,MEMPHIS,1,3.48,3.48,,,4,218,100.0,1,1,-3.0,1.1,0,0,0.0,100.0,1,0,0.0,1,25.0,0,1.39,0,,,,,60.3,60.8,63.6,,60.6,,,,,,0,0,1,100.0,,100.0,0.0,0,0,0,0,0,0,0.0,8,8.0,50.0,2,3,26.5,4.27,0,0,0.0,33.3,1,2,0.0,3,75.0,0,-0.08,1,,,,,62.7,28.3,66.6,,28.5,,,,,,0,0,3,33.3,0.0,109.7,0.0,0,0,0,1,1,1,33.3,29,9.7
Dalton Sturm,46488,QB,UTSA,1,2.8,1.97,,5.3,4,331,100.0,3,3,5.0,1.97,0,0,0.0,100.0,3,1,0.0,3,75.0,0,2.28,0,,,,,62.7,74.8,66.6,,74.4,,,,,,0,0,3,66.7,0.0,158.3,0.0,0,0,0,0,1,0,0.0,59,19.7,,0,0,,5.3,0,0,,,0,0,,1,25.0,0,2.96,0,,,,,60.3,69.4,63.6,,,,,64.2,,,0,0,1,100.0,,0.0,0.0,0,1,0,0,0,0,0.0,0,
Austin Hinder,14193,QB,CAL,1,2.83,2.0,,5.3,4,130,50.0,2,2,7.0,1.75,0,0,0.0,50.0,1,0,0.0,2,50.0,0,0.6,0,,,,,62.7,79.1,66.6,,78.5,,,,,,0,0,3,50.0,,70.8,0.0,0,0,0,0,0,0,0.0,13,6.5,0.0,1,1,20.0,3.9,0,0,0.0,0.0,0,0,,2,50.0,0,-0.78,0,,,,,61.8,43.4,0.0,,58.4,,,57.8,,,0,0,2,0.0,,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0
Dillon Woodruff,26043,QB,FURMAN,1,2.87,2.87,,,3,170,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,66.7,3,3,1.7,2.87,0,0,0.0,33.3,1,1,50.0,3,100.0,1,0.33,0,,,,,62.7,43.1,66.6,,43.4,,,,,,0,0,3,66.7,0.0,42.4,0.0,0,0,0,0,0,1,33.3,6,2.0
Dano Graves,46475,QB,CAL POLY,1,1.9,1.9,,,3,129,33.3,3,3,11.0,1.9,0,0,0.0,33.3,1,0,0.0,3,100.0,0,-1.14,0,,,,,62.7,40.5,66.6,,40.8,,,,,,0,0,3,0.0,,42.4,0.0,0,0,0,0,0,0,0.0,4,1.3,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Brent Stockstill,29288,QB,MIDDLE TN,1,1.9,1.9,,,3,224,100.0,2,2,3.5,1.6,0,0,0.0,50.0,1,0,50.0,2,66.7,1,-2.28,1,,,,,62.7,65.5,66.6,,65.3,,,,,,0,1,3,50.0,,20.8,0.0,0,0,0,0,0,0,0.0,8,4.0,100.0,1,1,32.0,2.5,0,0,0.0,100.0,1,0,0.0,1,33.3,0,3.57,0,,,,,60.3,51.0,63.6,,51.3,,,,,,0,0,1,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,33,33.0
Chris Leachman,20588,QB,ALAB A&M,1,2.1,2.1,,,3,104,33.3,3,3,10.7,2.1,0,0,0.0,33.3,1,0,0.0,3,100.0,0,0.25,0,,,,,62.7,58.7,66.6,,58.7,,,,,,0,0,3,33.3,,57.6,0.0,0,0,0,0,0,0,0.0,20,6.7,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Ryan Burns,46394,QB,STANFORD,1,2.9,2.2,2.8,3.7,3,300,100.0,1,1,-3.0,2.2,0,0,0.0,100.0,1,0,0.0,1,33.3,0,0.94,0,,,,,60.3,60.8,63.6,,60.6,,,,,,0,0,1,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,13,13.0,,0,0,,3.25,0,0,,,0,1,,2,66.7,0,0.03,0,,,,,61.8,68.1,65.5,,60.0,,,64.3,,,0,0,2,50.0,100.0,0.0,50.0,1,1,0,0,0,0,0.0,0,
Kelvin White,20028,TE,ARMY,3,5.2,5.2,,,3,114,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,33.3,3,3,50.3,5.2,0,0,0.0,0.0,0,1,100.0,3,100.0,1,0.0,0,,,,,62.7,64.6,67.8,,52.4,67.3,,,,,0,0,3,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
David Olson,13486,QB,CLEMSON,2,1.77,1.77,,,3,140,50.0,2,3,-2.0,1.77,1,0,0.0,33.3,1,0,0.0,3,100.0,0,-0.37,0,,,,,62.7,39.2,66.6,,39.6,,,,,,0,0,3,33.3,,42.4,0.0,0,0,0,0,0,1,33.3,-1,-0.3,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Bill Belton,13371,HB,PENN STATE,3,2.77,2.77,,,3,266,0.0,1,1,10.0,1.9,0,0,0.0,0.0,0,0,,1,33.3,0,-1.07,0,,,,,60.3,58.6,63.6,,58.6,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,2,2,11.0,3.2,0,0,0.0,0.0,0,1,,2,66.7,0,-0.63,0,,,,,61.8,34.8,66.6,,32.1,,,,,,0,0,2,0.0,0.0,39.6,0.0,0,0,0,0,0,1,50.0,0,0.0
Perry Orth,46435,QB,S CAROLINA,1,3.17,3.2,3.1,,3,289,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0,1,2,5.0,3.17,1,0,0.0,0.0,0,1,,3,100.0,0,-2.19,0,,,,,62.7,29.9,66.6,,30.0,,,,,,0,0,3,0.0,100.0,39.6,33.3,1,0,0,0,0,1,33.3,0,0.0
Parker Boehme,39372,QB,DUKE,1,1.77,1.2,,2.9,3,154,50.0,2,2,7.5,1.2,0,0,0.0,50.0,1,0,0.0,2,66.7,0,-1.45,0,,,,,61.8,59.0,65.5,,59.0,,,,,,0,0,2,50.0,,56.3,0.0,0,0,0,0,0,0,0.0,5,2.5,,0,0,,2.9,0,0,,,0,0,,1,33.3,0,2.2,0,,,,,60.3,68.1,63.6,,,,,63.7,,,0,0,1,100.0,,0.0,0.0,0,1,0,0,0,0,0.0,0,
Ben McLane,16355,QB,GA STATE,1,2.67,2.67,,,3,175,100.0,1,1,-3.0,1.2,0,0,0.0,100.0,1,0,0.0,1,33.3,0,0.16,0,,,,,60.3,60.6,63.6,,60.4,,,,,,0,0,1,100.0,,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0,50.0,2,2,21.0,3.4,0,1,50.0,50.0,1,1,0.0,2,66.7,0,-0.58,0,,,,,61.8,46.9,65.5,,47.1,,,,,,0,1,2,50.0,0.0,56.3,0.0,0,0,0,0,0,1,50.0,31,15.5
Brandon Cox,46480,QB,UTAH,1,1.9,1.9,,,3,328,100.0,3,3,-0.7,1.9,0,0,0.0,100.0,3,1,0.0,3,100.0,0,0.41,0,,,,,62.7,64.1,66.6,,63.9,,,,,,0,0,3,66.7,0.0,88.9,0.0,0,0,0,0,0,0,0.0,16,5.3,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Justin Burns,14256,QB,DELAWARE,1,1.77,1.77,,,3,151,100.0,3,3,-0.3,1.77,0,0,0.0,100.0,3,1,0.0,3,100.0,0,-1.14,0,,,,,62.7,63.5,66.6,,63.3,,,,,,0,0,3,66.7,0.0,83.3,0.0,0,0,0,0,0,0,0.0,12,4.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Myles McKee,17254,QB,UAB,2,3.2,,3.2,,2,321,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,,0,0,,3.2,0,0,,,0,2,,2,100.0,0,-2.2,0,,,,,61.8,54.1,66.7,,55.4,,,,,,0,0,2,0.0,100.0,0.0,100.0,2,0,0,0,0,0,0.0,0,
Zay Jones,11792,WR,E CAROLINA,2,2.8,2.8,,,2,156,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,50.0,2,2,2.0,2.8,0,0,0.0,50.0,1,0,0.0,2,100.0,0,-0.79,0,,,,,61.8,47.1,65.3,,47.3,,,,,,0,0,2,0.0,,56.3,0.0,0,0,0,0,0,0,0.0,0,0.0
Ryan Burbrink,17092,WR,BOWL GREEN,2,3.6,2.8,,4.4,2,122,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,,0,1,,3.6,1,0,0.0,0.0,0,1,,2,100.0,0,-0.36,0,,,,,61.8,65.6,67.4,,60.0,67.1,,57.0,,,0,0,2,50.0,0.0,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0
Josh Ferguson,10907,HB,ILLINOIS,3,5.65,,4.0,7.3,2,187,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,,0,0,,5.65,0,0,0.0,,0,2,,2,100.0,0,-0.45,0,,,,,62.7,70.1,66.9,,52.9,,,69.3,,,0,0,3,50.0,50.0,0.0,50.0,1,1,0,0,0,0,0.0,0,
Dash Duncan,29356,QB,NICHOLLS,1,2.5,2.5,,,2,243,0.0,1,1,12.0,2.4,0,0,0.0,0.0,0,1,,1,50.0,0,-4.63,0,,,,,60.3,49.2,63.6,,49.6,,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,9.0,2.6,0,0,0.0,0.0,0,0,,1,50.0,0,-0.04,0,,,,,60.3,45.5,63.6,,46.1,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Zach Allen,38296,QB,TCU,1,1.1,1.1,,,2,305,100.0,2,2,-2.5,1.1,0,0,0.0,100.0,2,0,0.0,2,100.0,0,0.6,0,,,,,61.8,62.9,65.5,,62.7,,,,,,0,0,2,50.0,,102.1,0.0,0,0,0,0,0,0,0.0,17,8.5,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Durron Neal,11023,WR,OKLAHOMA,2,3.35,3.35,,,2,261,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,50.0,2,2,14.0,3.35,0,0,0.0,50.0,1,2,0.0,2,100.0,0,-0.73,0,,,,,61.8,36.4,66.2,,35.0,,,,,,0,1,2,50.0,0.0,56.3,0.0,0,0,0,0,1,1,50.0,4,2.0
Darius Jennings,10038,WR,VIRGINIA,2,6.25,5.8,6.7,,2,335,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,,0,1,,6.25,0,0,0.0,0.0,0,2,,2,100.0,0,-2.12,0,,,,,61.8,53.8,67.3,,55.4,,,,,,0,0,2,0.0,50.0,39.6,50.0,1,0,0,1,0,0,0.0,0,0.0
Tres Houston,17604,WR,ARK STATE,2,3.35,3.35,,,2,113,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,2,2,1.5,3.35,0,0,0.0,100.0,2,0,0.0,2,100.0,0,2.57,0,,,,,61.8,60.9,67.3,,73.8,55.2,,,,,0,0,2,100.0,,158.3,0.0,0,0,0,0,1,0,0.0,64,32.0
C.J. Uzomah,9590,TE,AUBURN,2,4.15,2.9,,5.4,2,115,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,-6.0,4.15,0,0,0.0,100.0,1,1,0.0,2,100.0,0,-1.26,0,,,,,61.8,52.1,65.8,,61.0,,,56.3,,,0,0,2,0.0,0.0,79.2,0.0,0,1,0,0,0,0,0.0,-1,-1.0
Darnell Adams,23502,WR,PORTLAND,1,2.75,2.75,,,2,269,100.0,1,1,4.0,2.2,0,0,0.0,100.0,1,1,0.0,1,50.0,0,-0.22,0,,,,,60.3,60.7,63.8,,61.0,,,,,,0,0,1,0.0,0.0,91.7,0.0,0,0,0,0,0,0,0.0,6,6.0,0.0,1,1,40.0,3.3,0,0,0.0,0.0,0,1,,1,50.0,0,-2.67,0,,,,,60.3,47.8,63.4,,49.9,,,,,,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0
Nate Boudreau,22940,QB,INDIANA,2,3.0,3.0,3.0,,2,190,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,,0,1,,3.0,1,0,0.0,0.0,0,2,,2,100.0,0,-1.65,0,,,,,61.8,55.2,65.5,,55.4,,,,,,0,0,2,0.0,50.0,39.6,50.0,1,0,0,0,0,0,0.0,0,0.0
Adam Schulz,38551,QB,UTAH,1,3.0,3.0,,,2,328,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,2,2,13.0,3.0,0,0,0.0,100.0,2,1,0.0,2,100.0,0,3.14,0,,,,,61.8,88.0,65.5,,87.1,,,,,,0,0,2,100.0,0.0,118.8,0.0,0,0,0,0,0,0,0.0,31,15.5
T.J. Millweard,24446,QB,KANSAS,2,2.0,2.0,,,2,198,50.0,2,2,-0.5,2.0,0,0,0.0,50.0,1,0,0.0,2,100.0,0,-0.29,0,,,,,61.8,54.5,65.5,,54.6,,,,,,0,0,2,0.0,,56.3,0.0,0,0,0,0,0,0,0.0,4,2.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Brodie Lambert,31383,QB,MO STATE,1,2.0,2.0,,,2,230,100.0,1,1,0.0,1.3,0,0,0.0,100.0,1,0,0.0,1,50.0,0,-0.06,0,,,,,60.3,60.8,63.6,,60.6,,,,,,0,0,1,0.0,,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0,0.0,1,1,18.0,2.7,0,0,0.0,0.0,0,0,,1,50.0,0,-1.12,0,,,,,60.3,46.3,63.6,,46.8,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
