player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_epa,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_pass_rush_defense,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_positive_epa_percent,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_epa,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_pass_rush_defense,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_positive_epa_percent,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Matt Joeckel,15217,QB,TCU,4,2.25,1.94,,5.45,23,305,88.2,17,17,4.6,1.73,0,0,0.0,70.6,12,3,20.0,17,73.9,3,-0.31,0,,,,,66.8,55.2,72.0,,55.1,,,,,,0,1,18,47.1,0.0,108.5,0.0,0,0,0,0,2,1,5.6,134,7.9,0.0,4,4,17.0,3.72,0,0,0.0,0.0,0,2,,6,26.1,0,-0.58,0,,,,,64.2,59.7,68.6,,55.0,,,63.5,,,0,0,6,16.7,0.0,39.6,0.0,0,2,0,0,0,0,0.0,0,0.0
Andrew Allen,26510,QB,NEW MEX ST,6,2.78,2.49,2.9,4.17,23,242,100.0,6,7,1.8,1.55,1,0,0.0,85.7,6,3,0.0,8,34.8,0,-0.42,0,,,,,15.7,41.0,69.5,,41.0,,,,,,0,0,8,37.5,33.3,88.1,12.5,1,0,0,0,0,1,12.5,36,5.1,57.1,7,9,26.9,3.43,0,1,11.1,44.4,4,8,0.0,15,65.2,0,-0.17,0,,,,,21.3,55.8,71.6,,49.5,,,66.6,,,0,1,15,33.3,37.5,37.5,20.0,3,3,0,2,0,2,13.3,82,9.1
Dwight Macon,15369,WR,TOLEDO,3,2.92,2.19,3.4,4.37,23,316,66.7,9,9,3.1,1.58,0,0,0.0,66.7,6,0,0.0,9,39.1,0,-0.17,0,,,,,65.1,49.3,69.8,,49.3,,,,,,0,0,9,44.4,,84.0,0.0,0,0,0,0,0,0,0.0,57,6.3,100.0,5,5,12.4,3.78,0,0,0.0,60.0,3,6,40.0,14,60.9,2,0.0,0,,,,,21.6,74.3,71.5,,66.5,,,70.1,,,0,0,15,50.0,50.0,143.8,21.4,3,6,0,0,1,1,6.7,86,17.2
Brayle Brown,16644,QB,LA MONROE,5,2.1,2.1,,,23,209,76.5,17,19,6.4,1.84,2,1,5.3,63.2,12,2,7.7,19,82.6,1,0.18,0,,,,,23.8,49.5,72.3,,49.4,,,,,,0,1,19,47.4,0.0,79.5,0.0,0,0,0,0,1,2,10.5,133,7.0,50.0,4,4,13.3,3.35,0,1,25.0,25.0,1,1,50.0,4,17.4,1,-0.12,0,,,,,63.3,75.9,68.2,,73.2,60.0,,,,,0,0,4,25.0,0.0,52.1,0.0,0,0,0,0,0,0,0.0,24,6.0
Ryan Buchanan,26731,QB,OLE MISS,5,2.23,2.15,,4.0,23,226,80.0,15,15,3.4,1.69,0,0,0.0,66.7,10,1,16.7,15,65.2,2,-0.52,1,,,,,66.5,46.7,71.6,,46.7,,,,,,0,1,16,33.3,0.0,46.2,0.0,0,0,0,0,0,1,6.3,59,3.9,50.0,6,7,2.8,3.24,1,0,0.0,28.6,2,7,33.3,8,34.8,1,-1.47,0,,,,,65.1,44.8,69.8,,47.3,,,57.3,,,0,0,9,12.5,0.0,39.6,0.0,0,1,0,0,0,0,0.0,16,2.3
Quinton Flowers,46580,QB,USF,4,3.27,2.79,9.9,6.3,22,327,62.5,8,8,1.5,1.51,0,0,0.0,50.0,4,0,20.0,8,36.4,1,-1.05,0,,,,,65.1,37.3,69.8,,37.6,,,,,,0,0,9,25.0,,58.3,0.0,0,0,0,0,0,1,11.1,28,3.5,45.5,11,12,18.2,4.27,0,1,7.1,33.3,4,9,20.0,14,63.6,1,-0.5,0,,,,,66.5,46.0,71.6,,42.3,,,64.2,,,0,2,16,35.7,11.1,18.8,7.1,1,1,0,1,0,1,6.3,82,6.8
Joe Hubener,46389,QB,KANSAS ST,6,2.89,2.52,,5.2,22,199,50.0,10,11,4.8,1.95,1,0,0.0,45.5,5,2,0.0,11,50.0,0,-0.56,0,,,,,65.6,47.0,70.4,,47.1,,,,,,0,1,11,54.5,0.0,57.0,0.0,0,0,0,0,1,1,9.1,65,5.9,83.3,6,8,21.8,3.83,1,1,12.5,50.0,4,4,20.0,11,50.0,1,1.13,0,,,,,65.6,90.9,70.4,,91.6,,,63.0,,,1,0,11,45.5,0.0,95.8,0.0,0,3,0,0,0,0,0.0,170,21.3
Brian Gehring,32633,QB,WAGNER,1,2.21,2.15,3.6,,22,338,80.0,10,15,1.8,1.77,3,0,0.0,40.0,6,7,25.0,15,68.2,2,-1.62,0,,,,,66.5,37.6,71.6,,37.7,,,,,,0,2,16,13.3,0.0,8.3,0.0,0,0,0,2,0,1,6.3,16,1.1,66.7,6,6,14.3,3.16,0,1,16.7,66.7,4,3,0.0,7,31.8,0,-1.16,1,,,,,64.9,69.2,0.0,,79.4,,,57.0,,,0,0,8,14.3,33.3,91.7,14.3,1,0,0,0,0,0,0.0,49,8.2
Damion Terry,27206,QB,MICH STATE,5,2.57,2.31,,5.05,21,223,81.8,11,12,5.0,1.8,1,0,0.0,75.0,9,1,0.0,12,57.1,0,-0.28,0,,,,,65.8,71.1,70.7,,70.7,,,,,,0,0,12,33.3,0.0,81.6,0.0,0,0,0,0,0,0,0.0,49,4.1,57.1,7,7,7.9,3.59,0,0,0.0,42.9,3,3,25.0,9,42.9,1,0.0,0,,,,,65.1,60.7,69.8,,58.0,,,62.8,,,0,0,9,44.4,0.0,61.0,0.0,0,2,0,0,0,0,0.0,39,5.6
Connor Reilly,12633,QB,TEMPLE,4,3.11,2.93,4.4,5.3,21,306,100.0,9,9,0.7,1.64,0,0,0.0,88.9,8,0,11.1,9,42.9,1,0.69,0,,,,,65.1,67.6,69.8,,67.3,,,,,,0,0,9,66.7,,95.4,0.0,0,0,0,0,0,0,0.0,62,6.9,22.2,9,10,23.7,4.22,0,0,0.0,20.0,2,7,0.0,12,57.1,0,-0.67,0,,,,,65.8,31.7,70.7,,33.2,,,57.3,,,0,1,12,16.7,14.3,0.0,8.3,1,1,0,1,0,1,8.3,15,1.5
Gunnar Holcombe,46409,QB,MARSHALL,4,2.25,2.25,,,21,214,68.8,16,16,6.2,1.79,0,0,0.0,56.3,9,3,18.2,16,76.2,2,0.43,0,,,,,66.5,55.7,71.6,,55.6,,,,,,0,0,16,50.0,0.0,68.0,0.0,0,0,0,0,0,0,0.0,73,4.6,75.0,4,5,14.8,3.72,0,2,40.0,60.0,3,1,0.0,5,23.8,0,1.26,0,,,,,12.1,88.0,68.1,,87.2,,,,,,0,0,5,60.0,0.0,90.4,0.0,0,0,0,1,0,1,20.0,46,9.2
Quinn Billerman,19744,QB,NC CENT,1,2.25,2.11,3.1,,21,247,71.4,14,14,1.0,1.79,0,0,0.0,64.3,9,1,10.0,14,66.7,1,0.02,0,,,,,66.4,55.6,71.4,,55.4,,,,,,0,0,15,28.6,0.0,77.7,0.0,0,0,0,0,0,0,0.0,74,5.3,100.0,4,4,11.3,3.17,0,0,0.0,75.0,3,5,25.0,7,33.3,1,-0.09,0,,,,,64.6,68.4,69.1,,68.1,,,,,,0,0,7,42.9,60.0,92.7,42.9,3,0,0,0,0,0,0.0,27,6.8
Connor Frazier,20514,QB,TOWSON,1,2.57,2.38,1.9,3.83,21,317,58.3,12,13,9.2,1.89,0,0,0.0,38.5,5,5,28.6,15,71.4,2,-0.26,0,,,,,66.4,43.1,71.4,,44.3,,,57.8,,,1,0,15,40.0,20.0,51.1,6.7,1,1,0,0,0,0,0.0,53,4.1,66.7,3,4,4.3,4.25,0,0,0.0,50.0,2,5,0.0,6,28.6,0,-0.67,0,,,,,64.2,78.0,68.6,,79.0,,,62.0,,,0,0,6,16.7,0.0,56.3,0.0,0,2,0,1,0,0,0.0,7,1.8
Conor Bednarski,20484,QB,STNY BROOK,1,3.17,3.01,,4.7,21,303,66.7,6,6,10.7,1.93,0,1,16.7,50.0,3,1,25.0,6,28.6,1,0.3,0,,,,,64.2,69.0,68.6,,68.6,,,,,,0,0,6,50.0,0.0,105.6,0.0,0,0,0,0,1,0,0.0,32,5.3,54.5,11,13,22.5,3.67,0,2,15.4,38.5,5,8,16.7,15,71.4,1,-0.13,0,,,,,66.4,59.1,71.4,,64.2,,,51.8,,,0,0,15,46.7,0.0,64.9,0.0,0,2,0,2,0,2,13.3,96,7.4
Jesse Scroggins,37755,QB,ARIZONA,3,2.68,2.43,4.65,3.3,21,109,41.7,12,12,9.3,1.83,0,0,0.0,41.7,5,2,0.0,12,57.1,0,-0.14,0,,,,,65.8,46.2,70.7,,46.4,,,,,,0,0,12,33.3,0.0,50.7,0.0,0,0,0,0,0,1,8.3,40,3.3,40.0,5,6,23.0,3.82,0,0,0.0,33.3,2,5,0.0,9,42.9,0,-0.06,0,,,,,64.9,38.4,69.8,,31.5,,,64.2,,,0,1,9,33.3,40.0,81.9,22.2,2,1,0,1,1,2,22.2,112,18.7
Trey Anderson,19120,QB,PITTSBURGH,3,2.47,2.28,4.1,4.1,20,268,69.2,13,13,8.3,1.94,0,0,0.0,69.2,9,0,0.0,13,65.0,0,0.58,0,,,,,66.0,54.9,71.0,,54.8,,,,,,0,0,13,61.5,,120.0,0.0,0,0,0,0,1,2,15.4,108,8.3,60.0,5,5,26.2,3.44,0,1,20.0,40.0,2,1,33.3,7,35.0,1,-0.22,0,,,,,64.6,70.1,69.1,,74.5,,,57.0,,,0,0,7,42.9,100.0,74.6,14.3,1,1,0,0,0,0,0.0,47,9.4
Damien Fleming,16059,QB,FL A&M,1,3.31,2.83,4.1,5.1,20,164,85.7,7,9,5.9,1.99,1,0,0.0,55.6,5,3,16.7,9,45.0,1,0.02,0,,,,,65.4,75.1,70.1,,74.6,,,,,,0,0,10,33.3,0.0,70.6,0.0,0,0,0,1,0,0,0.0,48,5.3,100.0,1,5,38.0,4.39,0,1,20.0,20.0,1,8,0.0,11,55.0,0,-0.88,1,,,,,65.6,38.5,70.4,,42.5,,,52.9,,,0,0,11,18.2,50.0,61.2,36.4,4,2,0,4,0,1,9.1,41,8.2
Mitch Kimble,21943,QB,SYRACUSE,2,2.12,1.94,,5.5,20,304,66.7,15,16,8.6,1.77,1,1,6.3,37.5,6,3,40.0,16,80.0,4,-0.73,0,,,,,66.5,62.5,71.6,,62.2,,,,,,0,1,16,25.0,0.0,19.8,0.0,0,0,0,0,0,0,0.0,37,2.3,0.0,3,3,26.3,3.5,0,0,0.0,0.0,0,0,,4,20.0,0,-0.49,0,,,,,63.3,49.2,67.4,,39.6,,,64.1,,,0,0,4,25.0,,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0
Max Shortell,18422,QB,JVILLE ST,1,2.7,2.35,5.85,,20,196,60.0,10,10,6.6,1.79,0,0,0.0,60.0,6,0,0.0,10,50.0,0,0.19,0,,,,,65.4,48.9,70.1,,48.9,,,,,,0,0,10,50.0,,75.8,0.0,0,0,0,0,0,0,0.0,57,5.7,57.1,7,8,13.9,3.61,0,0,0.0,50.0,4,6,0.0,10,50.0,0,-0.3,0,,,,,65.4,54.4,70.1,,54.3,,,,,,0,0,10,50.0,33.3,114.6,20.0,2,0,0,1,1,0,0.0,60,7.5
Joseph Calcagni,16964,QB,TULSA,4,2.57,2.35,2.5,4.45,20,320,77.8,9,10,8.0,2.02,1,0,0.0,50.0,5,0,28.6,10,50.0,2,-0.65,0,,,,,65.4,53.2,70.1,,53.1,,,,,,0,0,10,30.0,,65.8,0.0,0,0,0,0,0,0,0.0,53,5.3,42.9,7,7,19.4,3.12,0,0,0.0,28.6,2,2,33.3,10,50.0,1,-0.67,0,,,,,65.4,37.5,70.1,,35.7,,,59.2,,,0,1,10,20.0,50.0,0.0,10.0,1,2,0,0,0,1,10.0,21,3.0
Tyler Cameron,47287,QB,WAKE,3,2.83,2.49,4.47,3.2,20,339,88.9,9,10,1.2,1.92,0,0,0.0,80.0,8,1,0.0,10,50.0,0,-0.19,0,,,,,65.1,67.3,70.1,,67.0,,,,,,0,0,10,40.0,0.0,86.3,0.0,0,0,0,1,0,0,0.0,47,4.7,40.0,5,6,10.0,3.73,0,0,0.0,33.3,2,6,0.0,10,50.0,0,-2.57,0,,,,,17.6,38.1,70.1,,41.2,,,56.7,,,1,0,10,10.0,50.0,42.4,30.0,3,1,0,0,0,1,10.0,8,1.3
Gil Rivera,24925,QB,DELWARE ST,1,2.18,2.05,,4.6,20,152,71.4,14,14,2.9,1.64,0,0,0.0,57.1,8,2,20.0,14,70.0,2,-0.73,0,,,,,66.2,33.5,71.2,,33.7,,,,,,0,1,14,28.6,0.0,34.5,0.0,0,0,0,0,0,2,14.3,49,3.5,20.0,5,5,15.4,3.43,0,0,0.0,20.0,1,3,0.0,6,30.0,0,-1.19,0,,,,,64.2,21.3,68.6,,21.4,,,57.0,,,0,2,6,16.7,0.0,0.0,0.0,0,1,0,0,0,3,50.0,7,1.4
Terrance Ervin,31721,QB,NORFOLK,1,3.16,2.62,2.8,5.08,19,244,20.0,5,5,4.0,2.04,0,0,0.0,20.0,1,1,0.0,5,26.3,0,-0.53,0,,,,,63.8,40.6,68.1,,40.9,,,,,,0,0,5,20.0,0.0,43.8,0.0,0,0,0,0,0,1,20.0,20,4.0,28.6,7,7,22.6,3.56,0,1,12.5,28.6,2,8,0.0,14,73.7,0,0.13,0,,,,,10.7,40.1,71.4,,46.5,,,48.6,,,0,0,15,35.7,37.5,113.7,21.4,3,4,0,0,1,2,13.3,79,11.3
Stephen Johnson,38260,QB,GRAMBLING,1,2.14,2.08,3.1,,19,177,66.7,15,15,8.3,1.79,0,0,0.0,66.7,10,5,0.0,15,78.9,0,0.1,0,,,,,66.4,34.3,71.4,,34.7,,,,,,0,2,15,53.3,0.0,52.5,0.0,0,0,0,0,0,3,20.0,124,8.3,33.3,3,3,19.7,3.43,0,0,0.0,33.3,1,2,0.0,4,21.1,0,-0.13,0,,,,,63.3,55.3,67.4,,55.3,,,,,,0,0,4,25.0,50.0,67.4,25.0,1,0,0,0,0,0,0.0,27,9.0
P.J. Blazejowski,46459,QB,FURMAN,1,2.77,2.17,5.7,4.77,19,170,66.7,9,10,3.6,1.75,1,0,0.0,60.0,6,0,0.0,10,52.6,0,-0.13,0,,,,,65.6,61.2,70.4,,60.9,,,,,,0,0,11,30.0,,72.9,0.0,0,0,0,0,0,0,0.0,50,5.0,80.0,5,5,3.8,3.9,0,0,0.0,80.0,4,4,0.0,9,47.4,0,-0.41,0,,,,,65.4,58.6,70.1,,61.2,,,57.4,,,0,0,10,33.3,25.0,95.8,11.1,1,3,0,0,0,0,0.0,35,7.0
Austin Allen,46542,QB,ARKANSAS,4,2.66,2.43,3.3,5.0,19,111,44.4,9,9,6.3,1.98,0,0,0.0,44.4,4,2,0.0,9,47.4,0,-0.44,0,,,,,65.1,44.4,0.0,,49.6,,,,,,0,1,9,44.4,0.0,28.7,0.0,0,0,0,0,0,0,0.0,63,7.0,71.4,7,7,11.3,3.27,0,0,0.0,57.1,4,6,20.0,10,52.6,1,-0.13,0,,,,,65.4,89.8,70.1,,87.4,,,63.1,,,0,0,10,50.0,33.3,101.8,20.0,2,1,0,0,0,0,0.0,90,12.9
Tyler Bolfing,18768,QB,MCNEESE,1,2.71,2.57,5.0,,18,217,85.7,7,8,4.7,2.09,1,0,0.0,62.5,5,5,16.7,8,44.4,1,0.09,0,,,,,64.9,57.5,69.5,,57.4,,,,,,0,0,8,37.5,0.0,82.3,0.0,0,0,0,0,0,0,0.0,54,6.8,55.6,9,9,10.9,3.2,0,1,11.1,44.4,4,3,20.0,10,55.6,1,-0.33,0,,,,,65.4,48.0,70.1,,48.1,,,,,,0,1,10,30.0,33.3,21.3,10.0,1,0,0,0,0,0,0.0,47,5.2
TeDarrius Wiley,38192,QB,SCAR STATE,1,2.54,2.41,3.6,,18,290,57.1,7,7,-0.7,1.6,0,0,0.0,42.9,3,0,25.0,7,38.9,1,-2.24,0,,,,,64.6,30.9,69.1,,31.1,,,,,,0,1,7,0.0,,10.7,0.0,0,0,0,0,0,1,14.3,1,0.1,75.0,8,8,11.8,3.45,0,1,12.5,62.5,5,5,16.7,10,55.6,1,-0.47,0,,,,,65.4,90.2,70.1,,89.9,,,,,,0,0,10,30.0,40.0,67.7,20.0,2,0,0,0,0,0,0.0,26,3.3
Tago Smith,46514,QB,NAVY,3,2.81,2.71,2.6,3.65,18,237,100.0,6,7,9.0,1.55,1,0,0.0,85.7,6,1,0.0,8,44.4,0,1.18,0,,,,,64.9,81.2,69.5,,80.6,,,,,,0,0,8,62.5,100.0,158.3,12.5,1,0,0,0,3,0,0.0,120,17.1,66.7,6,7,18.2,3.81,0,0,0.0,57.1,4,3,0.0,10,55.6,0,-0.51,0,,,,,65.6,60.2,70.4,,58.9,,,61.3,,,0,1,11,30.0,33.3,62.2,10.0,1,2,0,1,0,1,9.1,95,13.6
Luke Del Rio,46403,QB,OREGON ST,3,3.09,3.09,,,18,265,70.0,10,10,6.4,2.07,0,0,0.0,40.0,4,0,42.9,10,55.6,3,0.45,0,,,,,65.4,63.9,70.1,,63.7,,,,,,0,0,10,30.0,,74.2,0.0,0,0,0,0,0,0,0.0,93,9.3,50.0,8,8,18.5,4.36,0,0,0.0,50.0,4,4,0.0,8,44.4,0,-0.22,0,,,,,65.1,66.1,69.8,,65.7,,,,,,0,0,9,25.0,0.0,68.8,0.0,0,0,0,0,0,0,0.0,48,6.0
Tyler O'Connor,46460,QB,MICH STATE,4,3.32,2.93,,6.4,18,223,100.0,7,7,3.4,2.01,0,0,0.0,100.0,7,0,0.0,7,38.9,0,0.69,0,,,,,64.9,72.4,69.5,,71.9,,,,,,0,0,8,71.4,,130.7,0.0,0,0,0,0,1,0,0.0,41,5.9,62.5,8,9,16.6,4.15,0,1,11.1,55.6,5,5,0.0,11,61.1,0,0.63,0,,,,,65.6,63.8,70.4,,62.0,,,62.4,,,0,1,11,54.5,0.0,96.8,0.0,0,2,0,1,1,1,9.1,110,12.2
Nick Patti,46582,QB,UCF,5,2.67,2.19,,4.38,18,323,77.8,9,11,5.9,1.86,1,0,0.0,54.5,6,2,14.3,11,61.1,1,0.1,1,,,,,65.6,66.6,70.4,,66.2,,,,,,0,0,11,45.5,0.0,77.8,0.0,0,0,0,1,0,0,0.0,80,7.3,50.0,2,3,6.0,3.94,0,0,0.0,33.3,1,3,0.0,7,38.9,0,-0.1,0,,,,,65.1,31.9,69.8,,27.4,,,61.0,,,0,1,9,28.6,0.0,2.8,0.0,0,4,0,1,0,1,11.1,9,3.0
Eli Jenkins,12041,QB,JVILLE ST,1,2.72,2.49,3.6,3.1,17,196,37.5,8,9,16.6,2.02,1,0,0.0,33.3,3,2,0.0,9,52.9,0,-0.9,0,,,,,65.1,38.6,69.8,,38.9,,,,,,0,2,9,22.2,0.0,5.6,0.0,0,0,0,0,0,1,11.1,33,3.7,75.0,4,4,25.3,3.51,0,1,25.0,50.0,2,6,33.3,8,47.1,1,-0.09,0,,,,,64.9,80.6,69.5,,84.7,,,57.8,,,0,0,8,37.5,50.0,94.8,37.5,3,1,0,0,0,0,0.0,49,12.3
Dakota Wolf,15718,QB,CAMPBELL,1,2.72,2.14,3.2,6.55,17,131,54.5,11,11,4.8,1.98,0,0,0.0,54.5,6,1,0.0,11,64.7,0,-0.74,0,,,,,65.8,46.3,70.7,,46.3,,,,,,0,2,12,18.2,0.0,20.5,0.0,0,0,0,0,0,1,8.3,21,1.9,50.0,2,3,9.0,4.08,0,0,0.0,33.3,1,5,0.0,6,35.3,0,-0.81,0,,,,,64.2,56.7,68.6,,67.0,,,52.4,,,0,0,6,16.7,20.0,42.4,16.7,1,2,0,1,0,0,0.0,7,2.3
Jared McClain,15769,QB,E KENTUCKY,2,2.77,2.53,,4.6,17,159,57.1,7,7,8.6,2.09,0,0,0.0,57.1,4,1,0.0,7,41.2,0,-0.21,0,,,,,64.6,47.5,69.1,,47.6,,,,,,0,1,7,42.9,0.0,45.8,0.0,0,0,0,0,0,1,14.3,60,8.6,62.5,8,8,8.8,3.25,0,0,0.0,62.5,5,2,0.0,10,58.8,0,-0.31,0,,,,,65.4,52.7,70.1,,60.8,,,50.1,,,0,0,10,30.0,0.0,78.6,0.0,0,2,0,0,0,0,0.0,47,5.9
Tim Byerly,17313,QB,GA TECH,4,3.17,3.05,2.7,4.2,16,176,60.0,5,5,19.8,2.1,0,0,0.0,60.0,3,1,0.0,5,31.3,0,1.59,0,,,,,64.6,68.6,69.1,,68.2,,,,,,0,0,7,60.0,0.0,93.8,0.0,0,0,0,0,0,0,0.0,50,10.0,75.0,8,8,17.5,3.65,0,2,25.0,75.0,6,6,0.0,11,68.8,0,0.52,0,,,,,65.6,92.3,70.4,,92.6,,,62.0,,,0,0,11,54.5,16.7,155.2,9.1,1,2,0,0,1,0,0.0,98,12.3
Michael Colosimo,16046,QB,CINCINNATI,3,3.08,2.59,,5.2,16,138,75.0,4,4,13.8,2.23,0,1,25.0,50.0,2,0,33.3,4,25.0,1,-0.02,1,,,,,63.3,67.1,67.4,,66.8,,,,,,0,0,4,25.0,,132.3,0.0,0,0,0,0,1,0,0.0,47,11.8,44.4,9,9,13.8,3.37,0,1,11.1,33.3,3,4,25.0,12,75.0,1,0.2,0,,,,,65.8,63.8,70.7,,51.1,,,74.7,,,0,0,12,41.7,0.0,44.2,0.0,0,3,0,0,0,1,8.3,31,3.4
Tyrell Maxwell,31128,QB,GARD-WEBB,1,3.15,2.63,3.4,4.43,15,171,50.0,4,4,1.5,1.48,0,0,0.0,50.0,2,1,0.0,4,26.7,0,-0.64,0,,,,,63.8,41.9,68.1,,42.2,,,,,,0,0,5,0.0,0.0,56.3,0.0,0,0,0,0,0,0,0.0,7,1.8,50.0,4,5,12.8,3.75,0,0,0.0,20.0,1,5,50.0,11,73.3,1,-0.48,0,,,,,65.8,47.7,71.0,,38.0,,,67.6,,,0,0,13,27.3,60.0,39.6,27.3,3,3,0,1,0,0,0.0,2,0.4
Trent Hurley,14255,QB,DELAWARE,1,1.99,1.92,2.45,,15,151,54.5,11,11,3.6,1.76,0,0,0.0,54.5,6,3,0.0,12,80.0,0,-0.91,0,,,,,65.8,24.2,70.7,,24.5,,,,,,0,2,12,25.0,33.3,20.5,8.3,1,0,0,0,0,2,16.7,19,1.7,0.0,2,2,19.0,2.93,0,0,0.0,0.0,0,2,,3,20.0,0,-2.66,0,,,,,62.7,26.0,66.6,,26.3,,,,,,0,1,3,0.0,50.0,0.0,33.3,1,0,0,0,0,1,33.3,0,0.0
Chris Streveler,46440,QB,MINNESOTA,4,2.79,2.22,3.9,4.5,15,225,37.5,8,8,13.4,2.04,0,1,12.5,37.5,3,2,0.0,8,53.3,0,-0.39,0,,,,,64.9,57.8,69.5,,57.7,,,,,,0,0,8,25.0,0.0,85.9,0.0,0,0,0,0,1,0,0.0,25,3.1,33.3,3,3,10.7,3.64,0,0,0.0,33.3,1,3,0.0,7,46.7,0,-1.02,0,,,,,64.6,40.8,69.1,,50.0,,,49.7,,,0,1,7,14.3,33.3,6.9,14.3,1,3,0,0,0,1,14.3,12,4.0
Tony Daniel,18036,QB,BUFFALO,4,2.61,2.61,,,15,126,60.0,10,10,12.1,2.13,0,1,10.0,50.0,5,2,16.7,10,66.7,1,-0.38,0,,,,,65.4,63.5,70.1,,63.3,,,,,,0,1,10,50.0,0.0,71.3,0.0,0,0,0,0,2,1,10.0,66,6.6,80.0,5,5,15.8,3.58,0,0,0.0,80.0,4,2,0.0,5,33.3,0,2.14,0,,,,,64.2,78.5,68.6,,77.8,,,,,,0,0,6,80.0,0.0,118.8,0.0,0,0,0,0,0,0,0.0,83,16.6
Dan Collins,46412,QB,MAINE,1,2.31,2.27,2.55,,15,212,77.8,9,9,4.9,1.73,0,0,0.0,77.8,7,2,0.0,10,66.7,0,-0.03,0,,,,,65.4,65.5,70.1,,65.2,,,,,,0,0,10,40.0,50.0,125.0,10.0,1,0,0,0,1,0,0.0,46,5.1,33.3,3,4,35.7,3.46,0,0,0.0,25.0,1,4,0.0,5,33.3,0,-0.66,0,,,,,63.8,55.1,68.1,,55.0,,,,,,0,0,5,20.0,25.0,79.2,20.0,1,0,0,1,0,0,0.0,67,16.8
Greg Windham,46533,QB,OHIO,4,2.21,2.25,1.6,,14,259,80.0,10,10,7.8,2.03,0,0,0.0,80.0,8,0,0.0,11,78.6,0,-0.4,0,,,,,65.4,45.6,70.4,,45.7,,,,,,0,0,11,63.6,,87.5,9.1,1,0,0,0,0,1,9.1,50,5.0,66.7,3,3,14.0,2.87,0,0,0.0,66.7,2,0,0.0,3,21.4,0,-0.33,0,,,,,62.7,65.3,66.6,,65.0,,,,,,0,0,3,33.3,,102.1,0.0,0,0,0,0,0,0,0.0,32,10.7
Thomas Sirk,22589,QB,DUKE,7,1.79,1.79,,,14,154,90.0,10,11,5.8,1.55,1,0,0.0,81.8,9,1,0.0,11,78.6,0,0.43,0,,,,,65.6,79.0,70.4,,78.4,,,,,,0,0,11,63.6,0.0,126.3,0.0,0,0,0,0,3,0,0.0,53,4.8,33.3,3,3,16.7,2.67,0,0,0.0,33.3,1,0,0.0,3,21.4,0,-0.28,0,,,,,62.7,35.6,66.6,,36.1,,,,,,0,0,3,33.3,,49.3,0.0,0,0,0,0,0,1,33.3,14,4.7
Jake Heaps,10085,QB,MIAMI FL,4,2.36,2.07,,6.2,14,220,66.7,9,9,5.9,1.73,0,0,0.0,55.6,5,0,16.7,9,64.3,1,-0.47,0,,,,,65.1,56.4,69.8,,56.3,,,,,,0,0,9,33.3,,67.4,0.0,0,0,0,0,0,0,0.0,41,4.6,66.7,3,4,7.7,3.5,0,0,0.0,25.0,1,1,50.0,5,35.7,1,-1.32,1,,,,,63.8,45.0,68.1,,48.6,,,57.0,,,0,0,5,20.0,0.0,39.6,0.0,0,1,0,1,0,0,0.0,10,2.5
Chris Covington,49825,QB,INDIANA,1,3.73,3.28,6.8,6.1,14,190,60.0,5,5,2.6,2.06,0,0,0.0,40.0,2,0,33.3,5,35.7,1,-1.77,0,,,,,63.8,34.7,68.1,,35.0,,,,,,0,2,5,20.0,,8.3,0.0,0,0,0,0,0,1,20.0,11,2.2,16.7,6,7,28.7,4.66,0,1,14.3,14.3,1,6,0.0,9,64.3,0,-0.79,0,,,,,65.1,50.8,69.8,,45.2,,,64.3,,,0,0,9,22.2,16.7,39.6,11.1,1,1,0,1,0,1,11.1,20,2.9
