season,cfbd_id,player,position,team,conference,average_ppa_all,average_ppa_pass,average_ppa_rush,average_ppa_first_down,average_ppa_second_down,average_ppa_third_down,average_ppa_standard_downs,average_ppa_passing_downs,total_ppa_all,total_ppa_pass,total_ppa_rush,total_ppa_first_down,total_ppa_second_down,total_ppa_third_down,total_ppa_standard_downs,total_ppa_passing_downs,normalized_name,canonical_school
2017,4038224,Dru Brown,QB,Hawai'i,MWC,0.142,0.124,0.355,-0.074,0.193,0.581,0.07,0.247,64.964,52.88,12.083,-12.734,29.65,68.513,19.089,45.875,dru brown,Hawaii
2019,4038224,Dru Brown,QB,Oklahoma State,B12,0.176,0.223,-0.166,-0.043,0.294,0.41,0.103,0.308,22.824,25.475,-2.652,-2.243,12.954,12.724,8.667,14.157,dru brown,Oklahoma State
2025,5119841,Dru Deshields,QB,Kent State,MAC,0.247,0.262,0.165,0.285,0.308,0.256,0.303,0.18,63.827,58.163,5.788,24.251,26.492,18.422,42.787,21.04,dru deshields,Kent State
2022,4887689,Duce Taylor,QB,Morgan State,,-0.141,-0.304,0.686,-0.373,-0.079,-0.019,-0.255,-0.044,-16.203,-29.229,13.026,-11.948,-3.177,-0.762,-13.502,-2.701,duce taylor,Morgan State
2023,4887689,Duce Taylor,QB,Morgan State,,0.25,0.166,0.983,-0.479,0.389,0.792,0.254,0.246,9.747,5.817,3.93,-5.75,5.061,10.294,4.818,4.929,duce taylor,Morgan State
2024,4887689,Duce Taylor,QB,Morgan State,,0.24,0.438,-0.75,-0.21,-0.07,0.718,0.171,0.308,11.515,17.513,-5.998,-3.156,-1.198,9.328,4.115,7.4,duce taylor,Morgan State
2017,4032411,Duncan Hodges,QB,VMI,,-0.589,-0.589,,-1.455,-0.585,-0.303,-0.9,-0.217,-6.481,-6.481,0.0,-2.91,-1.754,-1.817,-5.398,-1.084,duncan hodges,VMI
2017,4244068,Dustin Crum,QB,Kent State,MAC,-0.006,-0.289,0.24,-0.063,0.041,-0.03,-0.011,0.001,-0.657,-15.318,14.66,-2.53,1.572,-0.992,-0.731,0.074,dustin crum,Kent State
2018,4244068,Dustin Crum,QB,Kent State,MAC,0.386,0.28,0.566,0.095,0.216,0.94,0.366,0.436,17.748,8.117,9.63,1.525,3.246,12.219,12.085,5.662,dustin crum,Kent State
2019,4244068,Dustin Crum,QB,Kent State,MAC,0.365,0.307,0.52,0.171,0.159,0.871,0.183,0.696,175.795,107.13,68.665,36.757,22.756,100.99,56.808,118.987,dustin crum,Kent State
2020,4244068,Dustin Crum,QB,Kent State,MAC,0.638,0.683,0.509,0.485,0.622,0.85,0.402,1.351,100.103,79.249,20.855,36.882,29.88,22.959,47.403,52.701,dustin crum,Kent State
2021,4244068,Dustin Crum,QB,Kent State,MAC,0.344,0.266,0.597,0.282,0.332,0.549,0.322,0.386,182.44,108.411,74.03,66.226,57.136,59.864,112.905,69.535,dustin crum,Kent State
2020,4431976,Dustin Fletcher,QB,Northern Illinois,MAC,0.319,,0.319,-0.04,0.753,-0.933,0.097,0.927,4.78,0.0,4.78,-0.162,3.764,-3.732,1.071,3.709,dustin fletcher,Northern Illinois
2023,4431976,Dustin Fletcher,QB,The Citadel,,0.374,0.445,-0.034,0.463,-0.073,0.317,0.6,0.165,10.103,10.238,-0.135,4.633,-0.586,2.535,7.798,2.305,dustin fletcher,The Citadel
2024,4431976,Dustin Fletcher,QB,The Citadel,,0.121,-0.248,0.25,0.111,0.483,0.04,0.243,-0.032,3.262,-1.736,4.997,0.884,5.31,0.238,3.645,-0.383,dustin fletcher,The Citadel
2017,4040616,Dwayne Haskins,QB,Ohio State,B1G,0.294,0.442,-0.121,0.297,0.343,0.425,0.41,0.11,23.525,26.064,-2.539,9.51,8.922,8.919,20.104,3.421,dwayne haskins,Ohio State
2018,4040616,Dwayne Haskins,QB,Ohio State,B1G,0.438,0.481,0.042,0.278,0.398,0.727,0.297,0.675,266.141,263.688,2.453,67.09,84.371,106.895,112.971,153.17,dwayne haskins,Ohio State
2015,3929940,Dwayne Lawson,QB,Virginia Tech,ACC,-0.053,-0.124,-0.007,0.138,-0.131,0.038,0.292,-0.7,-1.218,-1.119,-0.099,1.381,-0.786,0.228,4.383,-5.601,dwayne lawson,Virginia Tech
2022,4426845,Dylan Cadwallader,QB,Dartmouth,,0.238,0.298,-0.521,0.2,-0.212,0.75,0.092,0.406,25.657,29.824,-4.168,6.612,-8.047,24.007,5.35,20.307,dylan cadwallader,Dartmouth
2023,4426845,Dylan Cadwallader,QB,Dartmouth,,0.107,0.196,-0.752,-0.094,0.198,0.402,-0.075,0.44,10.271,17.038,-6.767,-3.968,5.532,8.036,-4.676,14.947,dylan cadwallader,Dartmouth
2014,504238,Dylan Favre,QB,UT Martin,,-0.322,-0.358,-0.161,-0.775,0.118,-0.326,-0.441,-0.114,-10.624,-9.659,-0.965,-10.073,1.183,-2.609,-9.261,-1.363,dylan favre,UT Martin
2019,4363410,Dylan Hopkins,QB,UAB,CUSA,0.004,-0.072,0.14,0.05,-0.159,0.182,-0.067,0.075,0.67,-6.88,7.55,1.908,-8.124,10.378,-4.939,5.609,dylan hopkins,UAB
2021,4363410,Dylan Hopkins,QB,UAB,CUSA,0.577,0.562,0.653,0.448,0.573,0.743,0.608,0.539,138.593,111.833,26.759,38.96,41.822,52.759,80.878,57.714,dylan hopkins,UAB
2022,4363410,Dylan Hopkins,QB,UAB,CUSA,0.392,0.395,0.371,0.423,0.222,0.801,0.257,0.532,100.674,87.678,12.996,37.61,19.797,56.05,33.666,67.008,dylan hopkins,UAB
2023,4363410,Dylan Hopkins,QB,New Mexico,MWC,0.391,0.407,0.257,0.221,0.437,0.498,0.271,0.529,120.83,112.356,8.474,28.094,40.625,42.807,44.699,76.131,dylan hopkins,New Mexico
2024,5156090,Dylan Laible,QB,Tennessee Tech,,0.101,0.12,-0.611,0.313,0.015,0.197,0.201,0.007,15.842,18.285,-2.444,15.314,0.907,8.089,15.263,0.579,dylan laible,Tennessee Tech
2023,4870900,Dylan Lonergan,QB,Alabama,SEC,0.747,0.284,1.673,0.487,0.081,1.673,1.08,0.081,2.24,0.567,1.673,0.487,0.081,1.673,2.159,0.081,dylan lonergan,Alabama
2024,4870900,Dylan Lonergan,QB,Alabama,SEC,0.491,0.176,2.377,-0.107,0.239,0.63,0.176,2.377,3.434,1.057,2.377,-0.321,0.239,1.26,1.057,2.377,dylan lonergan,Alabama
2025,4870900,Dylan Lonergan,QB,Boston College,ACC,0.198,0.233,-0.163,0.135,0.116,0.455,0.11,0.332,59.557,65.03,-3.426,15.692,11.678,34.146,19.993,39.564,dylan lonergan,Boston College
2018,4258191,Dylan McCaffrey,QB,Michigan,B1G,0.732,0.767,0.67,0.652,1.055,0.513,0.858,0.572,18.301,12.273,6.028,4.564,11.602,3.077,12.012,6.289,dylan mccaffrey,Michigan
2019,4258191,Dylan McCaffrey,QB,Michigan,B1G,0.3,0.133,0.569,0.154,0.211,0.652,0.303,0.296,10.194,2.803,7.391,1.388,3.589,5.218,5.753,4.442,dylan mccaffrey,Michigan
2021,4258191,Dylan McCaffrey,QB,Northern Colorado,,0.037,0.023,0.238,0.023,0.289,0.085,0.04,0.034,1.683,0.968,0.715,0.411,4.63,0.764,1.042,0.642,dylan mccaffrey,Northern Colorado
2022,4258191,Dylan McCaffrey,QB,Northern Colorado,,0.21,0.192,0.347,0.059,0.289,0.461,0.064,0.397,51.749,42.041,9.708,5.919,21.997,27.688,8.867,42.882,dylan mccaffrey,Northern Colorado
2023,4688588,Dylan Mehrotra,QB,Southern,,-0.345,-0.533,-0.156,-0.345,,,-0.345,,-0.689,-0.533,-0.156,-0.689,0.0,0.0,-0.689,0.0,dylan mehrotra,Southern
2020,4569598,Dylan Morris,QB,Washington,PAC,0.452,0.413,0.699,-0.013,0.332,0.942,0.209,0.728,56.947,45.068,11.879,-0.52,12.942,40.486,14.012,42.935,dylan morris,Washington
2021,4569598,Dylan Morris,QB,Washington,PAC,0.31,0.291,0.554,0.133,0.149,0.721,0.167,0.529,108.845,95.008,13.838,17.87,16.686,66.329,35.367,73.479,dylan morris,Washington
2022,4569598,Dylan Morris,QB,Washington,PAC,0.582,0.55,0.709,-0.391,2.019,0.255,-0.391,1.377,11.636,8.799,2.836,-3.515,14.131,1.02,-3.515,15.151,dylan morris,Washington
2023,4569598,Dylan Morris,QB,Washington,PAC,1.005,1.213,-1.699,-0.001,2.242,1.285,0.792,1.164,14.063,15.763,-1.699,-0.002,8.969,5.14,4.753,9.31,dylan morris,Washington
2024,4569598,Dylan Morris,QB,James Madison,SBC,0.647,0.647,,,0.647,,0.647,,0.647,0.647,0.0,0.0,0.647,0.0,0.647,0.0,dylan morris,James Madison
2021,4360741,Dylan Plautz,QB,Stanford,PAC,0.03,0.231,-0.777,-0.158,0.155,,-0.365,0.621,0.149,0.925,-0.777,-0.317,0.465,0.0,-1.094,1.242,dylan plautz,Stanford
2024,5079572,Dylan Raiola,QB,Nebraska,B1G,0.207,0.211,0.267,0.14,0.295,0.34,0.159,0.282,89.57,84.444,8.291,23.811,42.829,36.709,41.845,47.725,dylan raiola,Nebraska
2025,5079572,Dylan Raiola,QB,Nebraska,B1G,0.277,0.266,0.449,0.211,0.12,0.651,0.135,0.608,74.626,66.984,7.641,24.053,11.255,35.79,25.374,49.252,dylan raiola,Nebraska
2023,4920156,Dylan Rizk,QB,UCF,B12,0.079,-0.235,1.963,0.111,-1.058,-0.237,-0.095,0.208,0.55,-1.413,1.963,0.111,-1.058,-0.711,-0.284,0.834,dylan rizk,UCF
2024,4920156,Dylan Rizk,QB,UCF,B12,0.217,0.245,0.052,0.28,0.087,0.144,0.215,0.221,30.007,28.965,1.041,15.11,3.573,5.186,16.327,13.68,dylan rizk,UCF
2014,504295,Dylan Thompson,QB,South Carolina,SEC,0.288,0.31,0.076,-0.025,0.445,0.586,0.108,0.526,149.719,146.062,3.657,-4.939,85.501,68.007,31.925,117.794,dylan thompson,South Carolina
2025,4871092,Dylan Wittke,QB,Minnesota,B1G,-0.194,-0.194,,0.66,-1.048,,-0.194,,-0.388,-0.388,0.0,0.66,-1.048,0.0,-0.388,0.0,dylan wittke,Minnesota
2014,536571,E.J. Hilliard,QB,Florida International,CUSA,0.009,0.001,0.03,-0.52,0.414,0.096,-0.023,0.047,0.437,0.049,0.388,-7.277,7.044,1.543,-0.593,1.03,ej hilliard,Florida International
2022,4916436,E.J. Warner,QB,Temple,AAC,0.349,0.372,-0.209,0.137,0.36,0.587,0.232,0.495,156.341,162.233,-2.093,20.887,54.756,70.39,57.841,98.5,ej warner,Temple
2023,4916436,E.J. Warner,QB,Temple,AAC,0.319,0.305,0.662,0.032,0.302,0.711,0.16,0.527,144.436,132.514,11.922,4.776,46.242,88.112,41.109,103.327,ej warner,Temple
2024,4916436,E.J. Warner,QB,Rice,AAC,0.128,0.148,-0.207,0.066,0.13,0.448,0.031,0.237,56.666,61.846,-5.18,10.433,21.131,48.88,7.292,49.374,ej warner,Rice
2025,4916436,E.J. Warner,QB,Fresno State,MWC,0.424,0.381,0.841,0.379,0.329,0.624,0.295,0.566,126.318,102.758,23.56,31.837,37.487,53.689,46.003,80.315,ej warner,Fresno State
2024,5110101,EJ Caminong,QB,California,ACC,-0.159,-0.321,0.268,-0.067,-0.215,-0.004,-0.131,-0.188,-4.605,-6.748,2.143,-0.602,-2.155,-0.032,-1.972,-2.632,ej caminong,California
2024,5141395,EJ Colson,QB,UCF,B12,-0.252,-0.534,0.283,-0.277,-1.355,0.968,-0.146,-0.454,-7.312,-10.138,2.826,-4.15,-9.484,4.842,-2.777,-4.535,ej colson,UCF
2025,5141395,EJ Colson,QB,Incarnate Word,,0.225,0.184,0.384,0.061,0.189,0.541,0.081,0.463,77.681,50.343,27.658,8.227,20.268,47.083,17.479,60.202,ej colson,Incarnate Word
2018,4239936,EJ Perry,QB,Boston College,ACC,0.221,0.171,0.343,0.014,0.726,0.334,0.128,0.323,13.02,7.192,5.828,0.318,13.064,5.676,3.979,9.042,ej perry,Boston College
2025,5227788,ET Harris,QB,Southern Illinois,,0.211,,0.211,0.211,,,0.211,,0.211,0.0,0.211,0.211,0.0,0.0,0.211,0.0,et harris,Southern Illinois
2023,5104573,Earl Woods,QB,Jacksonville State,CUSA,0.116,,0.116,0.466,-0.234,,0.446,-0.873,0.464,0.0,0.464,0.932,-0.469,0.0,1.337,-0.873,earl woods,Jacksonville State
2025,5104573,Earl Woods,QB,Hampton,,0.259,0.194,0.354,0.465,0.221,0.047,0.241,0.286,20.453,9.134,11.319,13.015,6.406,1.032,11.584,8.869,earl woods,Hampton
2015,512347,Earnest Carrington,QB,UL Monroe,SBC,0.012,0.001,0.064,0.084,-0.005,-0.028,0.084,-0.095,1.807,0.144,1.663,4.848,-0.196,-1.375,7.59,-5.783,earnest carrington,UL Monroe
2016,3120590,Easton Stick,QB,North Dakota State,,0.097,-0.063,0.536,-0.091,0.257,0.084,0.099,0.092,2.897,-1.39,4.287,-1.268,1.541,0.76,1.978,0.919,easton stick,North Dakota State
2021,4683012,Eddie Lee Marburger,QB,UTSA,CUSA,1.4,1.601,-0.007,1.222,-0.277,2.197,1.479,1.163,11.201,11.209,-0.007,4.887,-0.277,6.591,8.876,2.325,edward lee marburger,UTSA
2022,4683012,Eddie Lee Marburger,QB,UTSA,CUSA,0.005,-0.221,0.738,-0.122,0.041,0.457,-0.06,0.062,0.156,-5.751,5.907,-1.094,0.367,6.393,-0.965,1.121,edward lee marburger,UTSA
2023,4683012,Eddie Lee Marburger,QB,UTSA,AAC,0.212,0.198,0.432,-0.465,0.418,0.514,0.335,0.03,11.011,9.715,1.295,-6.044,7.515,8.739,10.387,0.623,edward lee marburger,UTSA
2024,4683012,Eddie Lee Marburger,QB,UTSA,AAC,-0.095,-0.122,0.543,-0.536,0.21,-0.017,-0.223,0.126,-4.654,-4.874,4.348,-9.117,3.157,-0.219,-6.928,2.273,edward lee marburger,UTSA
2025,4683012,Eddie Lee Marburger,QB,UT Rio Grande Valley,,0.389,0.359,0.552,0.193,0.295,0.783,0.281,0.61,115.679,88.354,27.032,27.279,22.105,61.858,55.877,59.803,edward lee marburger,UT Rio Grande Valley
2014,546197,Eddie Printz,QB,Missouri,SEC,-0.111,-0.111,,,,-0.111,,-0.111,-0.111,-0.111,0.0,0.0,0.0,-0.111,0.0,-0.111,edward printz,Missouri
2016,546197,Eddie Printz,QB,Texas State,SBC,0.04,0.091,-0.032,0.083,0.491,-0.379,0.133,-0.068,1.64,2.183,-0.543,1.411,5.896,-3.793,2.924,-1.284,edward printz,Texas State
2022,4428443,Eddie Schott,QB,Butler,,-0.135,-0.292,0.083,0.033,-0.374,-0.127,0.002,-0.548,-1.625,-2.041,0.416,0.13,-1.122,-0.633,0.02,-1.645,edward schott,Butler
2023,4428443,Eddie Schott,QB,Butler,,-0.5,-0.5,,-0.057,-1.115,0.535,-0.057,-0.555,-4.496,-4.496,0.0,-0.057,-4.459,1.605,-0.057,-4.439,edward schott,Butler
2022,4431355,Edwin Rhodes,QB,Tennessee State,,0.334,1.229,-0.561,-0.539,0.47,2.548,-0.208,0.876,4.679,8.605,-3.926,-3.235,2.817,5.097,-1.453,6.132,edwin rhodes,Tennessee State
2025,5302454,Eli Anderson,QB,Northwestern State,,0.002,0.071,-0.174,-0.058,-0.062,0.149,0.033,-0.043,0.14,3.966,-3.825,-1.498,-1.792,3.43,1.519,-1.378,eli anderson,Northwestern State
2022,5086920,Eli Brickhandler,QB,North Carolina A&T,,0.203,0.502,-0.096,-0.11,-0.053,0.772,0.173,0.25,3.654,4.519,-0.865,-0.662,-0.315,4.631,1.903,1.75,eli brickhandler,North Carolina A&T
2023,5086920,Eli Brickhandler,QB,North Carolina A&T,,0.105,-0.017,0.362,-0.391,0.308,0.555,0.024,0.217,6.521,-0.727,7.248,-8.215,5.848,10.544,0.87,5.651,eli brickhandler,North Carolina A&T
2024,5086920,Eli Brickhandler,QB,Houston Christian,,0.273,0.099,0.572,0.108,0.171,0.593,0.177,0.444,26.711,6.112,20.6,3.77,5.464,17.805,11.167,15.544,eli brickhandler,Houston Christian
2015,3120656,Eli Dunne,QB,Northern Iowa,,-0.173,-0.105,-0.445,-0.984,0.414,-0.424,-0.557,0.083,-1.729,-0.84,-0.889,-2.953,2.071,-0.847,-2.229,0.5,eli dunne,Northern Iowa
2017,3120656,Eli Dunne,QB,Northern Iowa,,-0.268,-0.273,-0.175,-0.061,-0.113,-1.21,0.027,-0.703,-11.27,-10.921,-0.349,-1.338,-1.464,-8.468,0.678,-11.948,eli dunne,Northern Iowa
2018,3120656,Eli Dunne,QB,Northern Iowa,,0.005,0.13,-3.496,-0.141,0.239,0.188,0.053,-0.101,0.154,3.65,-3.496,-1.697,2.154,1.315,1.064,-0.91,eli dunne,Northern Iowa
2025,5302682,Eli Friend,QB,Princeton,,-0.316,,-0.316,-0.316,,,-0.316,,-0.316,0.0,-0.316,-0.316,0.0,0.0,-0.316,0.0,eli friend,Princeton
2024,4870819,Eli Holstein,QB,Pittsburgh,ACC,0.286,0.257,0.435,0.078,0.412,0.406,0.098,0.588,102.897,77.257,25.64,11.759,54.396,28.829,21.774,81.123,eli holstein,Pittsburgh
2025,4870819,Eli Holstein,QB,Pittsburgh,ACC,0.369,0.381,0.312,0.234,0.43,0.406,0.3,0.48,56.065,47.96,8.105,13.829,21.088,14.601,28.225,27.84,eli holstein,Pittsburgh
2014,537200,Eli Jenkins,QB,Jacksonville State,,-0.092,0.044,-0.295,-0.427,0.133,0.132,-0.29,0.065,-2.289,0.665,-2.954,-4.274,1.063,0.922,-3.195,0.906,eli jenkins,Jacksonville State
2015,537200,Eli Jenkins,QB,Jacksonville State,,0.127,0.127,0.126,0.042,-0.011,0.476,0.321,-0.273,7.721,5.699,2.022,1.062,-0.214,6.667,13.173,-5.452,eli jenkins,Jacksonville State
2016,537200,Eli Jenkins,QB,Jacksonville State,,0.18,0.135,0.292,0.21,0.114,0.321,0.206,0.144,9.36,4.987,4.373,4.195,1.942,4.493,6.191,3.169,eli jenkins,Jacksonville State
2018,4039495,Eli Peters,QB,Toledo,MAC,0.182,0.18,0.219,0.18,0.202,0.191,0.134,0.263,52.304,49.016,3.287,20.464,17.005,14.928,23.911,28.392,eli peters,Toledo
2019,4039495,Eli Peters,QB,Toledo,MAC,0.231,0.379,-0.895,0.055,0.337,0.437,0.242,0.213,27.981,40.507,-12.525,2.534,13.134,13.108,18.377,9.604,eli peters,Toledo
2020,4039495,Eli Peters,QB,Toledo,MAC,0.413,0.48,-0.089,0.314,0.264,0.929,0.385,0.451,63.662,65.266,-1.604,16.309,14.26,38.07,33.88,29.782,eli peters,Toledo
2022,4696819,Eli Sawyer,QB,SE Louisiana,,0.522,0.523,0.486,0.523,0.428,0.679,0.318,0.783,51.113,49.655,1.459,19.888,11.977,19.704,17.465,33.649,eli sawyer,SE Louisiana
2023,4696819,Eli Sawyer,QB,SE Louisiana,,0.405,0.451,-0.623,0.087,0.48,0.632,0.202,0.646,75.338,80.32,-4.982,5.667,28.333,33.48,20.448,54.891,eli sawyer,SE Louisiana
2024,4696819,Eli Sawyer,QB,SE Louisiana,,0.281,0.28,0.29,0.204,0.103,0.545,0.304,0.249,90.433,84.932,5.501,23.709,10.532,51.751,56.788,33.645,eli sawyer,SE Louisiana
2024,5079318,Elijah Brown,QB,Stanford,ACC,0.101,0.159,-0.351,-0.569,0.49,0.489,-0.248,0.556,5.363,7.472,-2.109,-10.818,8.821,6.847,-7.436,12.799,elijah brown,Stanford
2025,5079318,Elijah Brown,QB,Stanford,ACC,0.182,0.185,0.119,0.124,-0.074,0.436,0.12,0.246,24.261,23.863,0.356,5.206,-2.967,19.639,8.036,16.226,elijah brown,Stanford
2025,5155321,Elijah Owens,QB,Indiana State,,0.22,0.169,0.318,0.258,0.251,0.02,0.309,0.028,10.328,5.24,5.087,5.422,4.764,0.142,9.9,0.427,elijah owens,Indiana State
2016,3791146,Elijah Sindelar,QB,Purdue,B1G,0.075,0.081,0.019,-0.083,-0.23,0.593,-0.017,0.134,2.713,2.657,0.056,-0.911,-2.761,5.333,-0.231,2.945,elijah sindelar,Purdue
2017,3791146,Elijah Sindelar,QB,Purdue,B1G,0.106,0.112,-0.012,-0.158,0.194,0.429,-0.131,0.439,36.44,36.638,-0.198,-23.492,20.203,35.995,-26.281,62.721,elijah sindelar,Purdue
2018,3791146,Elijah Sindelar,QB,Purdue,B1G,0.092,0.066,0.7,0.3,-0.34,-0.055,0.284,-0.374,4.439,3.039,1.4,8.391,-3.401,-0.551,9.671,-5.232,elijah sindelar,Purdue
2019,3791146,Elijah Sindelar,QB,Purdue,B1G,0.395,0.43,0.074,0.344,-0.001,0.908,0.442,0.322,49.031,48.143,0.888,19.284,-0.041,27.254,33.572,15.46,elijah sindelar,Purdue
2015,559650,Elijah Staley,QB,Mississippi State,SEC,0.451,0.422,0.498,0.982,0.498,-0.418,0.557,0.344,3.605,2.111,1.494,2.947,1.494,-0.836,2.23,1.375,elijah staley,Mississippi State
2017,559650,Elijah Staley,QB,Morgan State,,-0.153,-0.011,-0.718,0.337,-1.426,0.304,-0.835,0.444,-2.291,-0.138,-2.153,0.675,-5.703,2.737,-5.846,3.555,elijah staley,Morgan State
2021,4239697,Elijah Walker,QB,Grambling,,-0.258,-0.198,-0.498,-0.306,-0.577,0.109,-0.448,-0.041,-3.868,-2.372,-1.495,-1.529,-2.884,0.545,-3.584,-0.284,elijah walker,Grambling
2017,3926590,Ellis Richardson,QB,Georgia Southern,SBC,1.171,1.171,,1.355,1.479,0.9,1.52,0.474,14.055,14.055,0.0,5.419,5.918,2.699,12.158,1.897,ellis richardson,Georgia Southern
2018,3926590,Ellis Richardson,QB,Georgia Southern,SBC,0.33,0.33,,0.014,0.371,0.448,0.179,0.503,4.954,4.954,0.0,0.043,2.223,2.688,1.435,3.518,ellis richardson,Georgia Southern
2023,5085112,Emmett Brown,QB,Washington State,PAC,0.836,0.836,,-1.108,1.106,2.508,-1.108,1.807,2.507,2.507,0.0,-1.108,1.106,2.508,-1.108,3.615,emmett brown,Washington State
2024,5085112,Emmett Brown,QB,San José State,MWC,0.3,0.373,-0.402,0.111,0.312,0.677,0.209,0.468,70.562,79.403,-8.841,10.652,26.209,33.841,31.709,38.853,emmett brown,San Jose State
2018,4030554,Emmett Clifford,QB,Holy Cross,,-1.029,-1.029,,-0.744,-2.943,0.332,-2.805,0.241,-12.344,-12.344,0.0,-2.232,-11.773,1.661,-14.027,1.684,emmett clifford,Holy Cross
2019,4030554,Emmett Clifford,QB,Holy Cross,,-0.709,-0.696,-0.754,0.252,-0.797,0.296,-0.822,-0.316,-6.382,-4.873,-1.509,0.252,-2.39,0.887,-5.751,-0.631,emmett clifford,Holy Cross
2021,4683501,Emmett Morehead,QB,Boston College,ACC,-0.091,-0.142,0.175,-0.729,-0.556,0.71,-0.25,-0.001,-2.275,-2.973,0.699,-4.372,-5.001,7.098,-2.254,-0.02,emmett morehead,Boston College
2022,4683501,Emmett Morehead,QB,Boston College,ACC,0.256,0.254,0.431,0.21,0.142,0.416,0.194,0.355,58.224,51.869,9.478,17.648,10.379,24.964,27.021,31.203,emmett morehead,Boston College
2023,4683501,Emmett Morehead,QB,Boston College,ACC,-0.057,-0.057,-0.059,-0.029,-0.289,0.382,-0.226,0.177,-1.769,-1.65,-0.119,-0.293,-3.462,3.057,-4.074,2.305,emmett morehead,Boston College
2018,4360230,Emory Jones,QB,Florida,SEC,0.097,0.258,-0.086,0.453,-0.528,0.059,0.132,0.019,3.097,4.382,-1.286,6.793,-4.224,0.527,2.91,0.186,emory jones,Florida
2019,4360230,Emory Jones,QB,Florida,SEC,0.41,0.392,0.427,0.067,0.491,0.853,0.261,0.915,32.41,14.49,17.92,2.354,12.776,14.494,15.943,16.467,emory jones,Florida
2020,4360230,Emory Jones,QB,Florida,SEC,0.393,0.17,0.615,0.249,0.596,0.488,0.344,0.516,25.135,5.454,19.682,6.477,15.505,4.878,15.839,9.297,emory jones,Florida
2021,4360230,Emory Jones,QB,Florida,SEC,0.347,0.374,0.272,0.195,0.433,0.672,0.275,0.479,166.713,131.039,35.674,40.122,62.833,77.905,86.18,80.533,emory jones,Florida
2022,4360230,Emory Jones,QB,Arizona State,PAC,0.178,0.189,0.117,-0.049,0.189,0.394,0.042,0.355,45.867,41.309,4.558,-5.04,14.716,26.79,6.158,39.709,emory jones,Arizona State
2023,4360230,Emory Jones,QB,Cincinnati,B12,0.28,0.257,0.341,0.09,0.233,0.605,0.149,0.507,128.589,84.902,43.687,15.879,33.759,71.977,43.335,85.254,emory jones,Cincinnati
2023,5075800,Emory Williams,QB,Miami,ACC,0.273,0.256,0.688,0.083,0.165,0.574,0.315,0.227,20.777,18.714,2.063,1.986,3.459,16.641,12.601,8.176,emory williams,Miami
2024,5075800,Emory Williams,QB,Miami,ACC,0.313,0.312,0.353,0.074,0.371,0.411,0.115,0.545,8.142,7.789,0.353,0.521,3.714,2.88,1.603,6.539,emory williams,Miami
2025,5075800,Emory Williams,QB,Miami,ACC,0.137,0.048,0.939,0.117,0.815,0.262,-0.194,0.542,2.746,0.868,1.877,0.822,5.703,1.049,-2.129,4.875,emory williams,Miami
2022,5085788,Enzo Arjona,QB,Monmouth,,0.197,0.09,1.014,0.039,0.448,0.552,0.2,0.19,17.101,6.963,10.138,1.533,11.2,8.83,11.584,5.517,enzo arjona,Monmouth
2023,5085788,Enzo Arjona,QB,Monmouth,,0.095,0.131,-0.265,-0.034,0.893,-0.177,0.223,-0.129,1.048,1.313,-0.265,-0.205,1.786,-0.532,1.564,-0.516,enzo arjona,Monmouth
2024,5085788,Enzo Arjona,QB,Marist,,0.034,0.084,-0.34,-0.18,0.275,-0.06,-0.079,0.151,2.925,6.324,-3.399,-5.582,7.687,-1.378,-3.41,6.335,enzo arjona,Marist
2017,4027419,Eric Barriere,QB,Eastern Washington,,-0.39,0.686,-1.465,-1.317,-1.027,1.812,-0.373,-0.44,-1.558,1.372,-2.93,-1.317,-2.054,1.812,-1.118,-0.44,eric barriere,Eastern Washington
2018,4027419,Eric Barriere,QB,Eastern Washington,,0.914,,0.914,,0.582,1.247,1.247,0.582,1.829,0.0,1.829,0.0,0.582,1.247,1.247,0.582,eric barriere,Eastern Washington
2019,4027419,Eric Barriere,QB,Eastern Washington,,-0.186,-0.306,0.549,0.021,-0.382,-0.116,-0.158,-0.211,-8.009,-11.304,3.295,0.232,-6.491,-1.508,-3.167,-4.842,eric barriere,Eastern Washington
2021,4027419,Eric Barriere,QB,Eastern Washington,,0.419,0.481,0.461,0.394,0.529,0.288,0.236,0.714,19.678,18.289,3.226,6.695,9.521,3.462,6.834,12.845,eric barriere,Eastern Washington
2015,3916447,Eric Dungey,QB,Syracuse,ACC,0.228,0.265,0.143,0.37,-0.087,0.435,0.172,0.315,60.721,49.268,11.453,34.752,-8.086,33.028,27.626,33.096,eric dungey,Syracuse
2016,3916447,Eric Dungey,QB,Syracuse,ACC,0.253,0.291,0.117,0.046,0.138,0.633,0.157,0.418,120.968,108.517,12.451,8.399,21.143,80.454,47.746,73.222,eric dungey,Syracuse
2017,3916447,Eric Dungey,QB,Syracuse,ACC,0.202,0.135,0.433,0.027,0.074,0.65,0.055,0.459,105.791,54.728,51.062,5.429,13.11,85.203,18.533,87.257,eric dungey,Syracuse
2018,3916447,Eric Dungey,QB,Syracuse,ACC,0.325,0.286,0.429,0.222,0.174,0.711,0.249,0.468,159.849,101.974,57.875,43.004,31.557,77.506,79.849,80.0,eric dungey,Syracuse
2025,5300801,Eric Gibson Jr.,QB,Northern Colorado,,0.302,0.376,-0.381,0.031,0.418,0.514,0.125,0.604,67.879,76.257,-8.379,2.384,35.535,28.776,17.774,50.105,eric gibson,Northern Colorado
