player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_epa,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_pass_rush_defense,less_grades_run,less_grades_run_defense,less_grades_snap,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_positive_epa_percent,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_epa,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_pass_rush_defense,more_grades_run,more_grades_run_defense,more_grades_snap,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_positive_epa_percent,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Tyler Vitt,83566,QB,TEXAS ST,7,2.79,2.65,3.63,5.55,133,314,80.7,57,58,6.1,1.96,1,0,0.0,72.4,42,12,8.7,59,44.4,4,0.27,21,,,,,42.6,49.0,76.5,,49.0,,,,,,,0,2,63,54.2,8.3,129.4,1.7,1,0,0,0,7,5,7.9,581,10.0,69.8,53,63,11.5,3.46,0,5,6.9,50.8,32,46,13.5,74,55.6,5,-0.43,15,,,,,71.3,70.7,26.6,,72.6,,,55.6,,,,2,4,83,31.1,15.2,51.8,9.5,7,4,0,8,2,4,4.8,352,5.6
Aaron Allen,78494,QB,LA TECH,10,2.7,2.48,4.45,5.88,133,208,77.3,66,68,4.3,1.81,1,0,0.0,70.6,48,12,5.9,69,51.9,3,-0.21,22,,,,,44.9,53.1,76.9,,53.0,,,,,,,1,3,70,50.7,8.3,75.6,1.4,1,0,0,0,2,4,5.7,379,5.6,60.9,46,54,10.8,3.66,2,2,3.4,46.3,25,35,10.7,64,48.1,3,-0.49,15,,,,,45.6,49.3,76.9,,47.5,,,62.9,,,,2,5,70,29.7,14.3,31.6,7.8,5,5,0,4,2,6,8.6,223,4.1
Tommy DeVito,60545,QB,SYRACUSE,4,2.72,2.31,3.68,4.28,130,304,74.6,67,67,7.2,1.8,0,4,5.8,65.7,44,7,12.0,70,53.8,6,-0.03,21,,,,,70.8,83.1,77.0,,83.1,,,57.3,,,,0,1,72,38.6,28.6,97.3,2.9,2,1,0,0,3,1,1.4,511,7.6,42.1,19,30,29.6,3.79,0,4,12.5,16.7,5,39,37.5,60,46.2,3,-0.74,8,,,,,70.4,60.9,76.5,,59.0,,,62.3,,,,0,1,63,18.3,46.2,36.8,30.0,18,12,0,11,1,2,3.2,88,2.9
Joe Fagnano,104768,QB,MAINE,4,2.52,2.29,4.04,4.74,130,212,73.8,65,68,6.1,1.7,3,0,0.0,63.2,43,10,10.4,69,53.1,5,0.39,25,,,,,70.8,70.1,77.0,,69.4,,,,,,,0,0,72,50.7,10.0,108.8,1.4,1,0,0,0,5,0,0.0,482,7.1,64.4,45,48,11.7,3.45,0,5,9.3,50.0,24,30,17.2,61,46.9,5,-0.18,18,,,,,26.5,61.2,21.1,,64.2,,,54.5,,,,1,1,68,34.4,20.0,83.0,9.8,6,7,0,2,3,3,4.4,312,6.5
JT Daniels,83578,QB,GEORGIA,4,2.47,2.36,3.9,,128,173,80.7,57,64,7.2,1.82,4,1,1.5,67.2,43,6,6.5,64,50.0,3,0.2,17,,,,,70.6,62.0,76.7,,61.5,,,,,,,2,1,67,39.1,0.0,99.5,0.0,0,0,0,1,3,3,4.5,496,7.8,75.5,53,55,18.7,3.12,0,9,15.0,67.3,37,22,7.5,64,50.0,3,0.48,31,,,,,44.3,92.7,76.8,,92.2,,,,,,,0,1,69,53.1,40.9,142.2,14.1,9,0,0,2,7,3,4.3,735,13.4
Logan Bitikofer,102346,QB,BUCKNELL,4,2.52,2.37,3.46,5.37,127,125,83.6,67,67,4.0,1.85,0,2,2.8,73.1,49,9,12.5,68,53.5,7,-0.07,23,,,,,70.8,67.1,77.0,,66.5,,,,,,,0,2,72,47.1,11.1,76.6,1.5,1,0,0,0,0,3,4.2,419,6.3,44.4,36,42,12.4,3.53,3,2,4.8,35.7,15,32,6.3,55,43.3,1,-0.79,12,,,,,70.0,27.0,75.9,,27.0,,,54.2,,,,0,4,55,23.6,21.9,27.7,12.7,7,6,0,3,2,8,14.5,197,4.7
Daniel Smith,88625,QB,VILLANOVA,4,2.67,2.47,3.4,5.29,126,334,64.1,64,64,6.1,1.86,0,1,1.5,56.3,36,1,12.2,64,50.8,5,0.11,22,,,,,70.6,57.4,20.6,,58.4,,,,,,,0,0,67,42.2,0.0,83.7,0.0,0,0,0,0,2,0,0.0,374,5.8,52.2,46,51,18.4,3.51,1,4,7.4,39.2,20,23,16.7,62,49.2,4,-0.05,19,,,,,43.3,71.1,76.6,,69.9,,,63.6,,,,1,2,65,37.1,13.0,56.3,4.8,3,8,0,3,2,5,7.7,303,5.9
Harry Woodbery,78480,QB,E ILLINOIS,4,2.55,2.39,3.63,4.85,126,158,55.7,70,71,5.4,1.85,0,0,0.0,49.3,35,12,10.3,72,57.1,4,-0.62,11,,,,,71.0,28.1,77.2,,28.4,,,,,,,0,2,76,29.2,8.3,57.5,1.4,1,0,0,1,2,5,6.6,285,4.0,54.8,42,45,11.6,3.49,0,3,6.5,42.2,19,29,17.4,54,42.9,4,-0.11,13,,,,,70.0,60.9,75.9,,62.0,,,56.4,,,,0,1,55,33.3,10.3,67.7,5.6,3,6,0,3,1,2,3.6,349,7.8
Joe Mancuso,40312,QB,RICHMOND,4,2.49,2.33,3.67,4.18,126,276,69.6,69,74,7.4,1.91,4,0,0.0,63.5,47,11,2.1,76,60.3,1,0.2,25,,,,,46.9,72.0,77.3,,71.2,,,,,,,1,0,77,47.4,18.2,95.7,2.6,2,0,0,0,3,1,1.3,482,6.5,51.4,37,39,15.5,3.37,0,2,4.7,41.0,16,25,15.8,50,39.7,3,-0.09,15,,,,,69.9,74.2,75.9,,69.1,,,74.0,,,,0,1,54,38.0,20.0,76.1,10.0,5,6,0,2,3,2,3.7,233,6.0
Jeff Undercuffler,78501,QB,ALBANY,3,2.19,2.07,3.13,4.43,122,106,67.8,87,90,7.6,1.87,3,1,1.1,60.0,54,13,8.5,92,75.4,5,0.1,27,,,,,71.8,59.5,78.2,,59.1,,,,,,,0,1,97,39.1,15.4,86.4,2.2,2,0,0,0,5,1,1.0,442,4.9,45.0,20,22,11.6,3.15,0,0,0.0,40.9,9,14,0.0,30,24.6,0,-0.65,4,,,,,28.0,26.9,73.9,,27.4,,,50.2,,,,0,2,31,30.0,35.7,36.4,16.7,5,3,0,2,1,5,16.1,121,5.5
DJ Uiagalelei,122162,QB,CLEMSON,9,2.41,2.33,3.17,5.6,122,140,80.0,75,79,4.2,1.76,1,0,0.0,73.4,58,6,3.3,80,65.6,2,0.19,26,,,,,71.3,72.0,77.6,,71.2,,,,,,,1,0,84,50.0,16.7,106.0,1.3,1,0,0,2,4,0,0.0,490,6.2,68.8,32,38,14.8,3.65,0,5,12.8,52.6,20,20,9.1,42,34.4,2,0.38,16,,,,,69.2,80.2,75.0,,82.1,,,53.1,,,,0,0,43,40.5,10.0,101.2,4.8,2,2,0,6,1,0,0.0,424,11.2
Jared Lewis,108959,QB,DELWARE ST,5,3.15,2.74,4.08,4.34,122,152,66.7,39,39,6.7,1.9,0,1,2.4,59.0,23,6,11.5,40,32.8,3,-0.29,12,,,,,69.2,65.7,75.0,,65.3,,,,,,,0,2,43,42.5,16.7,80.2,2.5,1,0,0,0,3,1,2.3,231,5.9,61.1,36,46,12.8,3.81,1,3,5.8,45.7,21,47,4.5,81,66.4,1,-0.33,18,,,,,19.0,47.4,77.8,,38.7,,,69.0,,,,2,3,87,30.9,34.0,67.5,19.8,16,19,0,7,4,8,9.2,282,6.1
Devin Leary,77628,QB,NC STATE,4,2.6,2.47,3.24,4.78,122,248,71.0,62,63,10.1,1.92,1,6,8.8,63.5,40,10,9.1,64,52.5,4,0.29,22,,,,,70.7,74.9,76.8,,74.1,,,,,,,0,1,69,48.4,10.0,108.7,1.6,1,0,0,0,6,2,2.9,432,6.9,69.2,39,47,16.3,3.36,2,8,15.7,55.3,26,35,3.7,58,47.5,1,0.09,19,,,,,25.7,78.3,76.5,,79.4,,,57.7,,,,2,1,63,41.4,17.1,94.1,10.3,6,5,0,4,2,3,4.8,458,9.7
Jason Shelley,60581,QB,UTAH ST,4,2.7,2.38,3.88,4.49,122,329,75.4,65,66,6.1,1.78,1,0,0.0,59.1,39,10,20.4,66,54.1,10,-0.28,14,,,,,70.7,70.1,76.8,,69.4,,,,,,,0,1,69,27.3,0.0,64.7,0.0,0,0,0,0,1,2,2.9,232,3.5,50.0,28,32,18.3,3.85,0,2,5.9,34.4,11,32,21.4,55,45.1,3,-0.4,9,,,,,70.1,48.8,76.2,,47.6,,,58.2,,,,0,1,58,23.6,34.4,52.0,20.0,11,12,0,4,1,2,3.4,183,5.7
Dylan Morris,100570,QB,WASHINGTON,4,3.0,2.77,6.4,5.83,118,340,78.4,37,39,4.8,1.8,2,0,0.0,69.2,27,7,6.9,39,33.1,2,0.35,15,,,,,68.9,71.6,74.7,,71.0,,,,,,,0,0,39,61.5,0.0,97.7,0.0,0,0,0,0,1,1,2.6,275,7.1,70.8,65,70,13.3,3.6,2,5,6.8,55.7,39,32,15.2,79,66.9,7,0.18,25,,,,,71.3,79.8,77.6,,83.2,,,52.5,,,,1,3,84,39.2,3.1,82.0,1.3,1,8,0,2,3,1,1.2,623,8.9
Carson Baker,83548,QB,S DIEGO ST,6,2.91,2.8,3.74,4.58,117,284,73.1,52,55,4.9,1.69,2,1,1.8,61.8,34,6,10.5,56,47.9,4,-0.14,15,,,,,70.1,60.9,76.2,,60.5,,,,,,,1,0,58,37.5,16.7,83.7,1.8,1,0,0,0,2,0,0.0,237,4.3,70.0,40,48,13.8,4.09,1,3,6.0,52.1,25,32,10.7,60,51.3,3,-0.14,20,,,,,70.3,58.1,76.4,,59.0,,,55.6,,,,1,3,62,36.7,25.0,59.4,13.3,8,4,0,6,1,4,6.5,380,7.9
Vontravious Hall,83526,QB,NEW MEXICO,4,2.64,2.51,3.24,4.66,117,241,69.8,43,43,2.8,1.82,0,0,0.0,67.4,29,7,3.3,44,37.6,1,-0.36,12,,,,,69.3,65.7,75.1,,65.2,,,,,,,0,1,44,38.6,14.3,65.4,2.3,1,0,0,0,0,1,2.3,173,4.0,56.0,50,58,15.4,3.18,0,4,6.5,41.4,24,39,14.3,72,61.5,4,-0.42,18,,,,,70.9,54.7,77.2,,52.7,,,65.6,,,,5,2,76,33.3,23.1,46.9,12.5,9,5,0,3,0,3,3.9,344,5.9
Grant Gunnell,98367,QB,ARIZONA,4,2.8,2.55,3.76,5.2,117,109,80.4,56,58,5.6,1.93,2,2,3.3,74.1,43,7,4.4,59,50.4,2,0.11,15,,,,,41.9,63.1,76.3,,62.6,,,,,,,0,1,61,39.0,14.3,97.8,1.7,1,0,0,0,3,2,3.3,333,5.7,76.9,26,35,7.3,3.96,1,2,5.6,57.1,20,34,0.0,54,46.2,0,-0.15,18,,,,,18.8,51.1,17.9,,40.0,,,74.8,,,,1,1,57,42.6,23.5,100.8,14.8,8,11,0,7,3,5,8.8,289,8.3
Daniel Richardson,97103,QB,C MICHIGAN,4,2.63,2.45,4.2,4.26,113,134,74.1,54,59,5.9,1.89,4,0,0.0,62.7,37,8,7.5,59,52.2,3,-0.02,18,,,,,70.2,61.4,76.2,,61.0,,,,,,,0,0,59,40.7,0.0,81.5,0.0,0,0,0,1,1,1,1.7,304,5.2,69.0,42,43,14.4,3.43,0,3,6.0,65.1,28,20,3.4,54,47.8,1,0.0,13,,,,,41.1,62.2,76.3,,69.0,,,39.1,,,,0,2,61,44.4,30.0,105.6,11.1,6,5,0,1,3,3,4.9,468,10.9
Conor Regan,63589,QB,LIUSHAR,4,2.78,2.53,4.67,6.7,112,1298,61.3,62,63,7.7,1.94,0,1,1.5,50.8,32,7,15.8,63,56.3,6,-0.21,15,,,,,70.5,55.2,76.6,,55.1,,,,,,,0,0,65,31.7,0.0,77.2,0.0,0,0,0,1,3,2,3.1,256,4.1,54.3,35,39,18.7,3.86,0,6,14.0,46.2,18,35,5.3,49,43.8,1,-0.39,12,,,,,69.8,58.0,75.8,,58.4,,,57.4,,,,0,2,53,30.6,20.0,57.7,14.3,7,3,0,4,1,4,7.5,281,7.2
Jalani Eason,52172,QB,MS VLY ST,3,2.49,2.1,3.94,4.56,111,228,64.5,62,68,6.1,1.82,5,2,2.7,58.8,40,12,0.0,69,62.2,0,-0.29,15,,,,,70.8,48.1,77.1,,48.1,,,,,,,0,2,74,36.2,8.3,63.1,1.4,1,0,0,1,1,3,4.1,316,4.6,47.1,17,18,16.6,3.79,0,0,0.0,38.9,7,28,12.5,40,36.0,1,-1.02,3,,,,,29.7,34.7,74.9,,29.8,,,59.6,,,,0,0,41,15.0,46.4,47.0,32.5,13,9,0,1,0,2,4.9,37,2.1
Lindell Stone,62774,QB,VIRGINIA,4,2.51,2.39,4.3,4.73,110,335,74.5,55,55,5.2,1.85,0,1,1.7,70.9,39,2,4.9,55,50.0,2,-0.01,17,,,,,70.1,44.8,76.2,,44.9,,,,,,,0,0,58,45.5,0.0,92.7,0.0,0,0,0,0,2,4,6.9,256,4.7,56.5,46,47,10.8,3.24,0,2,3.8,44.7,21,15,19.2,54,49.1,5,-0.31,14,,,,,70.3,44.8,76.3,,49.8,,,43.9,,,,0,3,61,33.3,6.7,44.0,1.9,1,6,0,1,2,3,4.9,193,4.1
Chance Nolan,78493,QB,OREGON ST,3,3.3,2.96,3.83,5.36,109,265,80.0,30,31,5.7,1.9,1,0,0.0,61.3,19,7,20.8,31,28.4,5,0.11,7,,,,,68.5,63.9,74.1,,63.6,,,,,,,0,0,33,38.7,0.0,74.7,0.0,0,0,0,0,0,1,3.0,160,5.2,62.7,51,60,15.8,3.85,0,4,6.5,45.0,27,37,15.6,78,71.6,5,-0.1,20,,,,,27.0,62.8,77.5,,57.7,,,69.3,,,,2,2,81,41.0,10.8,85.2,5.1,4,14,0,7,6,4,4.9,377,6.3
Blake Dever,46546,QB,N ALABAMA,4,2.63,2.4,3.17,4.2,108,389,83.9,56,57,6.2,1.88,1,3,5.2,78.9,45,10,4.3,60,55.6,2,0.08,22,,,,,42.3,71.9,76.4,,71.2,,,,,,,0,1,62,50.0,30.0,93.4,5.0,3,0,0,0,1,2,3.2,386,6.8,52.0,25,30,10.6,3.64,0,0,0.0,43.3,13,27,0.0,47,43.5,0,-0.31,7,,,,,37.1,30.7,75.7,,32.1,,,49.7,,,,1,1,51,27.7,22.2,39.3,12.8,6,11,0,4,0,2,3.9,108,3.6
Zeb Noland,40508,QB,N DAK ST,7,2.8,2.69,3.17,5.42,108,250,73.5,34,39,3.4,2.03,5,0,0.0,53.8,21,6,16.0,40,37.0,4,-0.42,9,,,,,69.0,44.8,74.8,,44.8,,,,,,,0,1,40,32.5,16.7,70.4,2.5,1,0,0,0,2,1,2.5,159,4.1,57.4,54,60,15.4,3.31,0,7,11.1,48.3,29,21,6.5,67,62.0,2,0.01,21,,,,,45.6,62.0,76.9,,61.4,,,61.3,,,,0,5,70,40.3,9.5,63.3,3.0,2,5,0,6,3,4,5.7,562,9.4
Jayden Daniels,97993,QB,ARIZONA ST,4,2.37,2.2,2.6,4.3,105,110,64.4,59,59,8.1,1.84,0,0,0.0,61.0,36,12,5.3,61,58.1,2,0.06,16,,,,,70.7,53.7,76.9,,53.6,,,,,,,0,0,70,39.3,16.7,98.6,3.3,2,0,0,0,3,0,0.0,406,6.9,60.9,23,25,19.2,3.32,0,5,17.2,52.0,13,20,7.1,41,39.0,1,0.21,15,,,,,29.5,82.2,75.4,,77.7,,,71.6,,,,0,1,47,48.8,30.0,103.9,14.6,6,10,0,2,2,2,4.3,291,11.6
Otto Kuhns,138014,QB,E ILLINOIS,4,2.85,2.53,3.78,4.94,105,158,66.7,45,50,6.6,1.75,4,1,2.0,58.0,29,4,3.3,52,49.5,1,-0.28,12,,,,,38.1,37.6,75.7,,37.8,,,,,,,1,1,52,34.6,50.0,82.9,3.8,2,0,0,0,3,3,5.8,250,5.0,58.8,34,37,16.0,3.94,0,4,9.8,43.2,16,27,20.0,53,50.5,4,-0.28,15,,,,,70.1,64.1,76.1,,62.3,,,63.5,,,,1,3,57,34.0,22.2,53.8,11.3,6,10,0,2,2,3,5.3,279,7.5
Carter Bradley,77685,QB,TOLEDO,4,2.78,2.54,3.35,5.09,104,316,69.0,42,42,8.2,2.02,0,3,7.0,69.0,29,11,0.0,42,40.4,0,0.51,21,,,,,69.2,88.8,75.0,,87.6,,,,,,,0,1,43,59.5,0.0,120.7,0.0,0,0,0,0,4,0,0.0,396,9.4,63.0,46,48,14.2,3.3,0,2,4.1,54.2,26,29,10.3,62,59.6,3,0.16,24,,,,,42.6,71.4,76.5,,69.2,,,66.3,,,,0,4,64,45.2,20.7,86.7,9.7,6,8,0,2,5,4,6.3,455,9.5
Chance Lovertich,121427,QB,S ALABAMA,6,2.5,2.22,2.88,4.64,104,288,69.4,62,63,8.4,1.94,1,1,1.5,60.3,38,19,11.6,65,62.5,5,0.21,19,,,,,70.6,77.4,76.8,,76.5,,,,,,,0,1,68,43.1,10.5,102.8,3.1,2,0,0,0,5,0,0.0,463,7.3,57.1,21,23,13.6,3.45,0,1,3.7,39.1,9,19,25.0,39,37.5,3,-0.33,11,,,,,69.2,52.4,75.0,,57.5,,,50.3,,,,0,1,43,35.9,31.6,44.8,15.4,6,10,0,2,0,1,2.3,156,6.8
Mike Collins,60549,QB,RICE,3,2.69,2.47,3.19,5.02,103,275,82.2,45,47,5.8,1.92,0,3,6.1,68.1,32,10,13.5,49,47.6,5,0.69,23,,,,,69.7,75.7,75.7,,75.0,,,,,,,1,0,51,61.2,20.0,138.3,4.1,2,0,0,1,9,1,2.0,450,9.6,61.1,36,39,19.0,3.39,0,5,12.8,53.8,21,24,4.5,54,52.4,1,-0.17,19,,,,,18.4,64.8,76.0,,68.7,,,50.8,,,,0,1,56,40.7,37.5,82.4,16.7,9,6,0,3,1,4,7.1,352,9.0
Brock Landis,139001,QB,E TENN ST,4,2.4,2.31,4.05,4.18,101,157,72.7,55,58,7.2,1.87,3,2,3.4,63.8,37,2,7.5,58,57.4,3,0.06,20,,,,,70.2,62.1,76.2,,61.7,,,,,,,0,0,59,46.6,0.0,90.7,0.0,0,0,0,0,2,2,3.4,333,5.7,33.3,27,33,18.5,3.28,1,1,2.9,27.3,9,12,0.0,41,40.6,0,-0.57,8,,,,,69.1,39.7,74.9,,37.9,,,62.1,,,,1,2,42,26.8,33.3,14.8,9.8,4,4,0,4,0,2,4.8,103,3.1
Tyler Johnston III,60570,QB,UAB,5,2.47,2.4,2.53,5.9,101,321,65.4,52,55,5.4,1.91,1,4,7.0,60.0,33,14,2.9,57,56.4,1,0.01,19,,,,,41.1,67.5,76.2,,66.9,,,,,,,1,0,59,40.4,14.3,81.9,3.5,2,0,0,1,1,3,5.1,314,5.7,70.0,40,41,17.2,3.2,0,5,11.4,56.1,23,11,17.9,44,43.6,5,0.58,18,,,,,69.5,80.9,75.4,,77.5,,,70.9,,,,0,1,47,47.7,9.1,130.3,2.3,1,2,0,1,6,4,8.5,515,12.6
Patrick O'Brien,40273,QB,COLO STATE,4,2.86,2.66,3.45,4.28,100,144,71.9,32,35,6.1,2.03,3,0,0.0,57.1,20,10,13.0,39,39.0,3,-0.17,10,,,,,69.0,55.6,74.8,,55.4,,,,,,,0,1,40,38.5,40.0,59.7,10.3,4,0,0,0,0,2,5.0,184,5.3,71.1,38,45,10.7,3.44,1,5,11.1,55.6,25,27,7.4,60,60.0,2,0.14,16,,,,,42.2,67.5,76.3,,64.9,,,65.9,,,,0,1,60,36.7,22.2,99.0,10.0,6,9,0,6,3,2,3.3,407,9.0
Braxton Burmeister,60513,QB,VA TECH,5,2.81,2.63,3.65,3.98,99,337,68.9,45,46,6.7,1.82,1,3,6.4,67.4,31,6,0.0,46,46.5,0,-0.03,15,,,,,69.5,73.0,75.4,,72.3,,,,,,,0,0,47,45.7,0.0,91.8,0.0,0,0,0,0,1,0,0.0,291,6.3,58.1,31,38,15.8,3.68,0,2,4.8,44.7,17,20,5.6,53,53.5,1,-0.37,14,,,,,70.1,70.6,76.2,,75.1,,,53.6,,,,0,1,58,34.0,30.0,80.6,11.3,6,9,0,7,1,2,3.4,396,10.4
Matt Struck,88647,QB,MO STATE,6,2.69,2.51,3.22,4.56,99,230,75.0,40,41,6.9,1.99,1,1,2.3,70.7,29,11,3.3,44,44.4,1,-0.05,13,,,,,69.4,58.3,75.4,,58.0,,,,,,,0,1,47,52.3,27.3,80.1,6.8,3,0,0,0,0,2,4.3,288,7.0,63.6,33,37,11.8,3.31,0,2,5.0,51.4,19,35,9.5,54,54.5,2,-0.41,11,,,,,70.1,43.9,76.1,,45.6,,,52.6,,,,1,1,57,29.6,34.3,79.7,22.2,12,5,0,3,2,5,8.8,249,6.7
Payton Thorne,101629,QB,MICH STATE,4,3.11,2.85,3.93,5.9,99,223,78.4,37,37,6.7,1.82,0,1,2.6,75.7,28,4,3.4,39,39.4,1,-0.06,14,,,,,69.0,66.9,74.8,,66.4,,,,,,,0,2,40,53.8,50.0,75.4,5.1,2,0,0,0,1,1,2.5,211,5.7,65.7,35,49,12.4,3.95,2,4,8.2,42.9,21,36,8.7,60,60.6,2,-0.15,16,,,,,70.3,74.0,76.3,,73.1,,,63.5,,,,0,1,61,38.3,13.9,74.4,8.3,5,6,0,12,2,3,4.9,371,7.6
Jalen Dummett,139376,QB,LAMAR,6,2.7,2.35,3.61,4.14,98,204,83.8,37,38,2.3,1.54,1,0,0.0,76.3,29,4,6.5,38,38.8,2,0.07,10,,,,,68.9,61.7,74.7,,61.3,,,,,,,0,1,39,50.0,0.0,87.9,0.0,0,0,0,0,1,1,2.6,223,5.9,59.4,32,34,14.3,3.49,0,4,11.4,52.9,18,35,5.3,59,60.2,1,-0.26,15,,,,,19.5,43.6,76.3,,46.9,,,49.7,,,,0,2,61,28.8,45.7,83.9,27.1,16,9,0,2,3,8,13.1,268,7.9
Zerrick Cooper,40465,QB,JVILLE ST,4,2.46,2.24,2.71,4.12,98,196,77.2,57,57,5.4,1.71,0,0,0.0,77.2,44,8,0.0,59,60.2,0,0.41,24,,,,,37.3,71.4,76.5,,70.7,,,,,,,0,0,64,61.0,25.0,106.5,3.4,2,0,0,0,1,1,1.6,468,8.2,52.6,19,22,17.3,3.69,0,1,3.8,40.9,9,17,10.0,38,38.8,1,-0.39,11,,,,,69.3,55.0,75.1,,58.5,,,54.1,,,,0,1,44,31.6,29.4,54.4,13.2,5,11,0,3,0,1,2.3,196,8.9
Trazon Connley,75885,QB,PRVIEW A&M,3,2.58,2.4,3.3,4.28,97,270,61.0,41,42,8.9,1.81,1,0,0.0,54.8,23,9,8.0,43,44.3,2,-0.2,11,,,,,69.2,49.1,75.0,,49.1,,,,,,,0,1,43,39.5,11.1,78.5,2.3,1,0,0,0,2,2,4.7,250,6.0,61.1,36,37,11.8,3.31,0,4,9.8,48.6,18,19,18.2,52,53.6,4,0.07,20,,,,,27.2,81.8,76.2,,73.4,,,79.6,,,,0,3,58,42.3,36.8,62.3,13.5,7,8,0,1,2,1,1.7,315,8.5
Will Plummer,131592,QB,ARIZONA,3,2.71,2.5,3.19,4.38,96,109,68.2,44,47,4.8,1.83,2,0,0.0,61.7,29,9,3.3,49,51.0,1,-0.26,11,,,,,38.1,44.5,75.7,,44.6,,,,,,,1,0,52,42.9,22.2,71.6,4.1,2,0,0,0,0,3,5.8,204,4.3,58.6,29,33,15.4,3.63,1,2,5.7,42.4,14,29,17.6,47,49.0,3,-0.38,8,,,,,37.1,56.8,75.6,,56.8,,,58.6,,,,3,3,50,25.5,20.7,22.8,12.8,6,8,0,0,0,3,6.0,184,5.6
Noah Johnson,37350,QB,USF,6,2.75,2.51,4.58,4.03,95,327,80.4,46,47,4.1,1.73,1,0,0.0,70.2,33,5,10.8,47,49.5,4,-0.21,12,,,,,69.6,55.7,75.5,,55.5,,,,,,,0,1,49,46.8,0.0,68.9,0.0,0,0,0,0,0,1,2.0,194,4.1,60.7,28,31,16.5,3.9,0,2,6.5,51.6,16,23,5.9,46,48.4,1,0.12,17,,,,,34.9,72.8,75.3,,67.2,,,73.4,,,,0,0,46,41.3,39.1,114.4,19.6,9,6,0,3,3,1,2.2,276,8.9
Luke Doty,124230,QB,S CAROLINA,4,3.07,2.72,3.63,4.82,94,289,71.1,38,39,6.1,1.91,0,1,2.3,61.5,24,7,11.1,41,43.6,3,-0.43,11,,,,,34.3,49.6,75.2,,49.6,,,,,,,1,1,45,41.5,28.6,60.6,4.9,2,0,0,0,0,3,6.7,168,4.3,69.0,29,32,9.6,4.04,0,1,2.9,59.4,19,36,5.0,52,55.3,1,0.02,14,,,,,22.7,45.9,16.2,,40.4,,,65.4,,,,2,2,54,48.1,19.4,77.7,13.5,7,13,0,1,2,4,7.4,241,7.5
George Martin,103959,QB,ROB MORRIS,3,2.75,2.68,3.62,4.1,94,277,59.6,47,49,6.0,1.85,1,0,0.0,57.1,28,7,0.0,49,52.1,0,-0.13,16,,,,,69.7,47.2,75.7,,47.2,,,,,,,0,1,51,46.9,0.0,79.1,0.0,0,0,0,1,2,1,2.0,286,5.8,50.0,34,38,19.4,3.73,1,5,12.5,34.2,13,18,23.5,45,47.9,4,-0.47,9,,,,,69.5,51.9,75.4,,52.8,,,57.0,,,,0,1,47,22.2,33.3,54.1,13.3,6,1,0,3,1,3,6.4,234,6.2
Jeremiah Oatsvall,54990,QB,AUSTINPEAY,3,2.15,1.95,3.1,4.4,94,116,58.0,69,71,6.5,1.7,1,1,1.3,49.3,35,9,12.5,72,76.6,5,-0.39,12,,,,,71.0,36.5,77.2,,37.0,,,,,,,1,1,76,26.4,11.1,55.7,1.4,1,0,0,0,0,4,5.3,314,4.4,54.5,11,12,20.3,3.78,0,2,15.4,50.0,6,18,0.0,21,22.3,0,0.13,7,,,,,67.4,49.2,72.7,,45.2,,,60.9,,,,0,2,22,38.1,11.1,56.3,9.5,2,7,0,1,0,3,13.6,165,13.8
Jaylan Adams,89133,QB,CITADEL,10,3.33,2.83,3.57,4.68,93,139,66.7,24,24,9.5,2.07,0,1,3.7,66.7,16,7,0.0,26,28.0,0,0.33,8,,,,,68.2,70.1,73.7,,69.5,,,,,,,0,0,30,50.0,28.6,99.1,7.7,2,0,0,0,1,1,3.3,159,6.6,35.7,28,32,20.9,3.82,0,1,2.9,25.0,8,48,20.0,67,72.0,2,-0.5,15,,,,,44.6,37.8,76.8,,28.4,,,72.3,,,,0,3,69,25.4,37.5,23.8,26.9,18,17,0,4,2,6,8.7,115,3.6
