player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_epa,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_snap,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_positive_epa_percent,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_epa,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_grades_run_defense,npa_grades_snap,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_positive_epa_percent,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_epa,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_grades_run_defense,pa_grades_snap,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_positive_epa_percent,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_epa,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_grades_run_defense,screen_grades_snap,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_positive_epa_percent,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Andrew Ford,27063,QB,UMASS,7,1.3,0,193,216,76.3,156,164,10.7,2.65,1,10,5.8,64.6,106,76,10.9,180,93.3,13,0.12,68,,,,,75.2,88.8,83.4,,87.4,,,61.8,,,,1,4,189,48.3,18.4,97.2,7.8,14,2,0,6,9,4,2.1,1302,7.9,74.4,133,138,8.7,2.5,0,8,5.5,64.5,89,65,10.1,155,80.3,10,0.06,51,,,,,74.7,84.4,82.9,,83.2,,,61.8,,,,1,4,163,45.8,21.5,91.8,9.0,14,2,0,4,7,2,1.2,1031,7.5,82.9,35,38,13.9,2.79,1,2,5.1,65.8,25,11,13.8,38,19.7,4,0.26,20,,,,,68.9,86.5,74.7,,85.4,,,,,,,0,1,39,60.5,0.0,99.9,0.0,0,0,0,2,2,2,5.1,332,8.7,0,75.0,12,12,-2.2,1.32,0,0,0.0,66.7,8,0,11.1,13,6.7,1,-0.24,3,,,,,66.0,66.6,71.0,,66.3,,,,,,,0,1,13,53.8,,44.1,0.0,0,0,0,0,0,0,0.0,61,5.1,1.27
Kasim Hill,60444,QB,MARYLAND,10,5.46,0,193,215,58.3,132,148,12.5,2.84,6,10,6.5,44.6,66,64,14.3,171,88.6,11,-0.19,42,,,,,25.9,50.3,85.8,,48.8,46.3,,56.3,,,,2,4,180,31.6,23.4,74.9,8.8,15,8,0,8,9,14,7.8,947,6.4,61.4,114,127,10.1,2.64,6,6,4.6,48.0,61,49,12.9,143,74.1,9,-0.14,37,,,,,34.2,54.1,85.4,,49.5,,,63.2,,,,2,4,149,32.9,20.4,77.4,7.0,10,6,0,5,8,10,6.7,836,6.6,66.7,39,43,12.2,2.92,1,4,8.5,53.5,23,16,11.5,50,25.9,3,-0.29,9,,,,,24.1,50.6,76.0,,58.3,46.3,,35.2,,,,0,0,54,30.0,31.3,78.3,10.0,5,2,0,3,1,4,7.4,247,5.7,0,90.5,21,22,-1.1,1.79,1,0,0.0,81.8,18,1,5.3,22,11.4,1,-0.11,4,,,,,67.5,69.5,72.8,,69.0,,,,,,,0,0,23,36.4,0.0,92.4,0.0,0,0,0,0,0,0,0.0,136,6.2,-0.84
Jason Shelley,60581,QB,UTAH,8,7.37,0,192,328,67.6,136,150,13.4,3.24,4,9,5.7,54.0,81,62,12.0,170,88.5,11,-0.21,50,,,,,48.2,67.7,84.8,,64.1,60.0,,67.1,,,,2,6,177,42.4,16.1,68.6,5.9,10,10,0,8,4,10,5.6,1053,7.0,71.0,69,79,10.3,3.11,4,3,3.6,54.4,43,37,12.2,90,46.9,6,-0.29,23,,,,,51.6,66.8,83.5,,60.7,,,68.1,,,,2,3,95,36.7,16.2,58.5,6.7,6,5,0,4,1,4,4.2,430,5.4,71.8,85,89,12.6,3.02,0,6,6.6,61.8,55,27,9.8,102,53.1,6,-0.06,33,,,,,52.5,66.5,78.5,,67.2,60.0,,56.2,,,,0,3,104,48.0,18.5,88.5,4.9,5,6,0,4,4,6,5.8,726,8.2,0,100.0,18,18,-1.9,1.68,0,0,0.0,94.4,17,2,5.6,22,11.5,1,0.14,6,,,,,67.4,63.9,72.7,,65.9,,,57.3,,,,0,0,22,45.5,50.0,109.0,4.5,1,1,0,0,1,0,0.0,103,5.7,2.72
Jett Duffey,41634,QB,TEXAS TECH,7,13.88,0,190,315,69.5,118,125,11.9,3.24,0,7,5.3,61.6,77,65,6.1,158,83.2,5,0.04,57,,,,,48.3,74.7,48.3,,73.7,52.0,,67.4,,,,4,6,167,50.6,18.5,87.3,7.6,12,21,0,3,7,12,7.2,1056,8.4,71.7,106,112,10.2,3.12,0,5,4.3,63.4,71,54,6.6,135,71.1,5,0.08,44,,,,,45.5,75.1,45.0,,75.2,55.0,,66.3,,,,4,5,140,48.1,16.7,82.9,6.7,9,14,0,2,4,10,7.1,933,8.3,81.4,43,44,5.6,2.79,0,2,4.2,77.3,34,15,2.9,55,28.9,1,-0.09,23,,,,,70.1,69.0,76.3,,68.1,55.4,,64.0,,,,0,1,59,54.5,20.0,115.5,5.5,3,8,0,1,4,2,3.4,298,6.8,0,93.5,31,31,-2.5,1.97,0,0,0.0,90.3,28,4,3.4,32,16.8,1,-0.01,10,,,,,68.4,69.9,74.0,,71.5,,,57.3,,,,0,0,32,46.9,0.0,100.9,0.0,0,1,0,0,1,0,0.0,175,5.6,-1.56
Malik Rosier,46550,QB,MIAMI FL,8,-5.52,0,188,220,53.7,123,134,13.7,2.92,5,5,3.6,44.8,60,58,9.1,163,86.7,6,-0.18,47,,,,,66.7,57.8,50.8,,46.0,60.0,,77.3,,,,0,8,169,36.8,17.2,57.4,6.1,10,19,2,4,6,13,7.7,898,6.7,61.3,111,121,9.9,2.65,5,4,3.2,52.9,64,41,5.9,143,76.1,4,-0.12,40,,,,,65.7,57.4,67.0,,43.6,60.0,,77.4,,,,0,7,149,38.5,17.1,63.2,4.9,7,15,2,3,5,12,8.1,795,6.6,58.3,36,38,14.4,3.17,0,1,2.6,47.4,18,22,14.3,45,23.9,3,-0.2,12,,,,,69.4,65.2,7.5,,65.4,,,63.8,,,,0,1,45,40.0,13.6,67.7,6.7,3,4,0,2,1,1,2.2,258,6.8,0,95.8,24,25,-2.6,1.82,0,0,0.0,88.0,22,5,4.3,25,13.3,1,0.11,5,,,,,67.7,69.8,73.1,,69.4,,,,,,,0,0,25,52.0,0.0,92.5,0.0,0,0,0,1,0,0,0.0,155,6.2,0.22
Chris Reynolds,60361,QB,CHARLOTTE,6,3.19,0,185,136,69.7,122,134,11.4,2.87,1,5,3.4,59.7,80,68,5.9,162,87.6,5,0.01,53,,,,,51.2,68.8,84.3,,71.1,,,52.2,,,,0,2,175,45.7,23.5,91.9,9.9,16,12,1,10,6,8,4.6,1010,7.5,75.2,105,115,7.2,2.7,1,2,1.6,63.5,73,52,7.6,138,74.6,6,-0.04,39,,,,,48.3,65.5,83.9,,69.6,,,46.7,,,,0,2,150,45.7,28.8,86.5,10.9,15,8,1,8,4,6,4.0,751,6.5,71.8,39,42,14.9,2.76,1,3,6.7,66.7,28,18,0.0,47,25.4,0,0.25,19,,,,,69.7,75.4,75.6,,71.7,,,71.3,,,,0,0,50,46.8,5.6,116.2,2.1,1,4,0,2,2,2,4.0,430,10.2,0,100.0,22,23,-2.8,1.57,1,0,0.0,91.3,21,2,4.5,23,12.4,1,0.2,5,,,,,67.7,69.2,73.1,,68.8,,,,,,,0,0,25,47.8,0.0,97.6,0.0,0,0,0,0,0,0,0.0,171,7.4,3.71
Jonathan Banks,32337,QB,TULANE,7,11.51,0,182,319,60.8,120,134,12.1,3.17,2,8,5.6,48.5,65,66,11.0,175,96.2,8,-0.12,51,,,,,30.8,62.4,85.3,,49.2,,,76.3,,,,1,2,189,37.1,34.8,79.8,13.1,23,18,3,8,5,12,6.3,999,7.5,55.1,69,76,11.7,3.21,1,6,7.4,44.7,34,44,10.5,105,57.7,4,-0.26,31,,,,,29.9,57.2,84.2,,37.9,,,74.1,,,,0,2,112,33.3,34.1,59.7,14.3,15,14,3,3,1,9,8.0,491,6.5,71.9,57,64,11.3,3.0,1,2,2.9,56.3,36,24,12.2,77,42.3,5,0.1,24,,,,,48.6,75.2,77.6,,69.1,,,80.5,,,,1,0,84,42.9,33.3,107.2,10.4,8,5,0,5,4,3,3.6,574,9.0,0,100.0,6,6,-0.8,1.89,0,0,0.0,83.3,5,2,16.7,7,3.8,1,0.28,4,,,,,64.6,90.1,69.1,,77.7,,,69.0,,,,0,0,7,42.9,0.0,112.5,0.0,0,1,0,0,0,0,0.0,66,11.0,2.51
Justin McMillan,39359,QB,TULANE,9,7.55,0,180,319,63.0,135,141,12.8,2.96,0,7,4.7,50.4,71,62,16.5,169,93.9,14,-0.1,49,,,,,58.4,63.7,86.6,,58.4,,,67.2,,,,2,4,177,37.3,19.4,93.3,7.1,12,15,0,4,10,9,5.1,1268,9.0,60.9,92,93,12.2,3.03,0,5,5.1,48.4,45,42,19.6,114,63.3,11,-0.32,28,,,,,53.7,58.0,86.0,,48.6,,,67.8,,,,0,3,120,32.5,21.4,69.6,7.9,9,12,0,1,4,7,5.8,586,6.3,69.2,52,59,11.4,2.65,0,2,3.3,55.9,33,21,8.3,66,36.7,3,0.22,23,,,,,70.6,72.1,76.8,,72.1,,,58.4,,,,2,1,68,42.4,14.3,126.1,4.5,3,3,0,5,6,2,2.9,716,12.1,0,77.8,9,11,-1.0,1.87,0,0,0.0,63.6,7,1,0.0,11,6.1,0,-0.33,2,,,,,65.6,52.0,70.4,,51.9,,,,,,,0,0,11,18.2,0.0,68.0,0.0,0,0,0,2,0,0,0.0,34,3.1,5.84
Tanner Morgan,55239,QB,MINNESOTA,9,1.13,0,178,225,66.9,121,132,13.6,2.82,6,3,2.1,53.0,70,60,13.6,158,88.8,11,0.08,50,,,,,29.8,60.1,86.6,,65.2,54.2,,43.7,,,,4,6,169,46.8,21.7,89.3,8.2,13,13,0,1,9,7,4.1,1243,9.4,68.0,75,81,11.4,2.82,3,2,2.3,58.0,47,33,7.8,94,52.8,4,0.13,28,,,,,29.7,49.6,85.8,,53.7,53.8,,42.0,,,,2,1,102,43.6,18.2,100.3,6.4,6,7,0,1,6,3,2.9,590,7.3,74.2,66,71,11.5,2.61,3,1,1.4,59.2,42,29,14.3,84,47.2,7,0.08,29,,,,,49.1,78.4,78.1,,79.3,58.4,,58.0,,,,2,5,87,51.2,24.1,83.5,8.3,7,6,0,0,3,4,4.6,807,11.4,0,95.0,20,20,-1.6,1.92,0,0,0.0,95.0,19,2,0.0,20,11.2,0,0.27,7,,,,,67.1,72.3,72.8,,72.8,59.3,,,,,,0,0,20,50.0,0.0,98.8,0.0,0,0,0,0,0,0,0.0,154,7.7,4.09
Mitchell Guadagni,34779,QB,TOLEDO,7,-3.75,0,175,316,59.4,101,106,14.0,3.1,1,6,5.2,52.8,56,62,6.7,161,92.0,4,0.2,63,,,,,53.0,75.1,84.0,,67.2,,,73.9,,,,2,3,172,45.3,29.0,109.2,11.2,18,37,0,2,12,7,4.1,945,8.9,65.8,76,80,10.2,2.95,0,3,3.4,58.8,47,46,6.0,118,67.4,3,0.22,45,,,,,62.3,71.9,83.3,,63.0,,,72.3,,,,2,2,127,44.9,21.7,98.6,8.5,10,28,0,2,6,5,3.9,633,7.9,61.5,39,40,15.1,3.02,1,3,7.1,55.0,22,16,8.3,57,32.6,2,0.16,23,,,,,40.7,76.6,76.2,,73.0,,,69.7,,,,0,1,59,47.4,50.0,120.8,14.0,8,9,0,0,7,2,3.4,420,10.5,0,100.0,14,14,-3.3,1.5,0,0,0.0,92.9,13,0,7.1,14,8.0,1,0.18,5,,,,,66.2,69.2,71.2,,68.8,,,,,,,0,0,14,50.0,,122.6,0.0,0,0,0,0,1,0,0.0,108,7.7,2.59
Kaleb Eleby,77686,QB,W MICHIGAN,5,2.68,0,174,347,68.3,120,126,11.2,2.68,1,7,5.1,59.5,75,48,8.5,152,87.4,7,-0.15,48,,,,,61.1,63.9,84.6,,59.8,,,68.3,,,,3,3,164,42.8,33.3,80.9,10.5,16,10,0,2,3,6,3.7,944,7.5,69.8,86,90,11.1,2.76,0,5,5.1,61.1,55,35,8.3,107,61.5,5,-0.19,30,,,,,73.7,62.4,83.8,,56.3,,,73.1,,,,2,3,117,41.1,31.4,78.7,10.3,11,6,0,2,2,5,4.3,695,7.7,74.5,55,58,6.8,2.2,1,2,3.3,63.8,37,14,9.8,67,38.5,4,0.02,24,,,,,44.9,64.5,76.9,,65.5,,,55.4,,,,1,0,70,50.7,35.7,95.3,7.5,5,4,0,1,2,1,1.4,397,6.8,0,90.5,21,22,-0.9,1.63,0,0,0.0,77.3,17,1,10.5,22,12.6,2,0.19,6,,,,,67.5,60.7,72.8,,60.4,,,,,,,0,0,23,59.1,0.0,109.7,0.0,0,0,0,1,1,0,0.0,148,6.7,-0.88
Tony Poljan,40148,QB,C MICHIGAN,7,-11.37,0,172,134,59.3,123,133,9.1,2.55,1,2,1.5,48.9,65,54,11.0,154,89.5,8,-0.47,31,,,,78.5,37.1,45.7,51.6,,29.7,81.2,,66.3,,,,4,5,156,28.6,24.1,50.9,8.4,13,8,0,5,2,12,7.7,598,4.5,68.0,100,108,6.8,2.44,1,1,0.9,55.6,60,39,11.8,125,72.7,8,-0.44,21,,,,70.7,31.4,41.8,48.3,,28.6,72.1,,65.4,,,,2,5,126,28.8,25.6,54.6,8.0,10,7,0,5,2,12,9.5,500,4.6,52.5,40,43,9.8,2.4,1,1,2.2,44.2,19,15,9.5,47,27.3,2,-0.58,10,,,,76.3,70.3,63.9,77.2,,54.5,78.8,,64.3,,,,2,0,49,25.5,20.0,53.5,6.4,3,1,0,0,0,0,0.0,151,3.5,0,94.1,17,18,-2.8,1.36,1,0,0.0,77.8,14,0,12.5,18,10.5,2,-0.48,0,,,,,67.0,61.4,72.9,,62.0,57.3,,,,,,0,0,19,22.2,,79.2,0.0,0,0,0,0,0,0,0.0,53,2.9,-1.12
Rocky Lombardi,60452,QB,MICH STATE,7,-11.92,0,167,223,54.3,138,147,13.2,2.74,4,4,2.6,41.5,61,32,18.7,159,95.2,14,-0.3,40,,,,,55.2,58.2,63.9,,57.5,54.3,,60.5,,,,1,3,168,34.0,18.8,51.3,3.8,6,6,0,4,2,5,3.0,658,4.5,59.5,116,125,11.0,2.58,4,3,2.3,46.4,58,27,15.9,134,80.2,11,-0.29,34,,,,,52.8,60.7,40.9,,61.5,54.3,,59.3,,,,1,3,142,35.1,22.2,58.8,4.5,6,3,0,4,3,4,2.8,600,4.8,44.8,29,29,18.1,3.22,0,1,3.3,34.5,10,7,23.1,33,19.8,3,-0.15,9,,,,,68.5,50.6,74.2,,48.4,,,64.4,,,,0,0,34,36.4,14.3,50.6,3.0,1,3,0,0,0,1,2.9,138,4.8,0,100.0,7,7,-3.7,1.91,0,0,0.0,100.0,7,2,0.0,8,4.8,0,0.46,3,,,,,64.9,57.8,0.0,,64.5,,,,,,,0,0,8,62.5,50.0,153.9,12.5,1,0,0,0,1,0,0.0,80,11.4,-0.04
Mike Collins,60549,QB,TCU,7,9.07,0,164,305,63.2,106,115,13.3,2.85,3,5,4.3,50.4,58,48,13.4,136,82.9,9,0.02,39,,,,,49.2,57.7,39.2,,59.8,,,55.7,,,,2,1,137,37.5,10.4,86.5,3.7,5,15,1,3,5,8,5.8,870,7.6,67.0,88,95,10.4,2.75,1,4,4.2,52.6,50,42,15.3,113,68.9,9,-0.13,27,,,,,61.4,65.5,35.4,,69.3,,,56.1,,,,1,1,114,33.6,11.9,70.6,4.4,5,12,1,4,2,5,4.4,502,5.3,72.7,44,47,10.4,2.35,2,1,2.1,61.7,29,10,9.4,51,31.1,3,0.33,19,,,,,37.1,39.4,75.7,,39.6,,,57.4,,,,1,1,51,51.0,0.0,122.3,0.0,0,3,0,0,4,4,7.8,556,11.8,0,92.3,26,27,-1.5,1.5,0,0,0.0,77.8,21,4,12.5,28,17.1,3,-0.05,7,,,,,68.0,53.9,73.5,,53.6,,,,,,,0,1,28,46.4,0.0,92.6,0.0,0,0,0,1,1,1,3.6,188,7.0,6.55
Davis Shanley,60604,QB,W KENTUCKY,7,-11.92,0,161,346,71.8,110,115,10.6,2.52,2,4,3.2,60.9,70,35,11.4,135,83.9,9,0.03,42,,,,,28.0,62.1,83.1,,58.4,54.3,,64.9,,,,1,2,144,43.7,28.6,82.4,7.4,10,9,0,2,3,7,4.9,778,6.8,79.4,107,112,7.8,2.34,2,2,1.7,70.5,79,27,7.1,125,77.6,6,0.13,43,,,,,26.0,65.1,82.9,,62.8,,,62.0,,,,1,0,132,47.2,18.5,99.4,4.0,5,7,0,2,3,6,4.5,795,7.1,69.0,29,29,9.2,2.49,0,2,6.5,58.6,17,8,15.0,36,22.4,3,-0.27,9,,,,,41.9,55.4,74.7,,51.7,54.3,,71.0,,,,0,2,38,38.9,62.5,43.2,13.9,5,2,0,0,0,2,5.3,146,5.0,0,100.0,26,26,-2.3,1.62,0,0,0.0,100.0,26,0,0.0,26,16.1,0,0.1,10,,,,,26.3,66.5,73.3,,66.1,,,,,,,0,0,26,53.8,,92.8,0.0,0,0,0,0,0,1,3.8,163,6.3,-2.07
Willie Jones III,60560,QB,TEXAS ST,8,13.28,0,159,314,60.8,74,96,15.4,3.44,1,7,6.9,42.7,41,55,8.9,117,73.6,4,-0.07,31,,,,,24.0,62.8,30.7,,58.7,,,65.3,,,,0,2,125,34.2,14.5,87.7,6.8,8,13,0,21,7,7,5.6,793,8.3,71.4,70,91,8.7,2.95,2,3,3.2,50.5,46,42,8.0,106,66.7,4,-0.27,25,,,,,23.3,58.7,29.4,,49.7,,,66.8,,,,0,2,112,32.1,16.7,69.1,6.6,7,8,0,19,2,6,5.4,583,6.4,70.5,44,47,9.8,2.94,0,4,8.3,63.8,30,15,3.2,53,33.3,1,0.35,16,,,,,70.0,74.5,75.9,,77.5,,,53.1,,,,0,0,55,37.7,6.7,125.9,1.9,1,5,0,3,5,1,1.8,397,8.4,0,90.0,40,42,-2.6,1.55,1,0,0.0,83.3,35,2,2.8,42,26.4,1,-0.05,10,,,,,69.1,65.7,74.9,,65.2,,,,,,,0,0,42,33.3,0.0,85.2,0.0,0,0,0,1,0,0,0.0,187,4.5,2.04
Shai Werts,40384,QB,GA SOUTHRN,13,-6.88,0,158,174,63.7,91,98,11.7,3.02,2,7,6.7,52.0,51,64,12.1,141,89.2,7,0.06,44,,,,,68.0,82.5,70.8,,69.3,54.3,,78.6,,,,2,0,149,34.0,29.7,117.2,13.5,19,23,0,3,10,3,2.0,887,9.1,72.1,68,73,6.5,2.7,2,3,4.0,61.6,45,39,8.2,105,66.5,4,-0.05,31,,,,,74.8,83.0,69.6,,68.3,54.3,,78.6,,,,2,0,108,30.5,38.5,96.9,14.3,15,17,0,1,3,2,1.9,522,7.2,65.0,40,42,14.2,3.21,0,4,8.7,54.8,23,25,11.5,53,33.5,3,0.36,19,,,,,41.5,71.0,76.2,,69.4,,,64.9,,,,0,0,58,45.3,16.0,133.8,7.5,4,6,0,2,7,1,1.7,469,11.2,0,100.0,17,17,-3.1,1.66,0,0,0.0,100.0,17,0,0.0,17,10.8,0,0.34,6,,,,,66.7,69.4,71.8,,69.0,,,,,,,0,0,17,47.1,,92.2,0.0,0,0,0,0,0,0,0.0,104,6.1,4.02
Jamie Newman,44948,QB,WAKE,6,11.97,0,156,339,63.6,110,120,13.0,2.85,6,10,8.1,54.2,65,43,7.1,135,86.5,5,0.1,44,,,,,69.1,81.6,66.6,,80.0,60.0,,67.7,,,,3,4,139,43.7,25.6,92.5,8.1,11,4,0,1,9,4,2.9,984,8.2,64.0,100,106,11.4,2.72,3,7,6.4,56.6,60,35,6.3,118,75.6,4,0.07,38,,,,,68.4,79.0,65.5,,75.8,60.0,,69.1,,,,2,3,122,39.8,28.6,93.5,8.5,10,2,0,1,8,4,3.3,786,7.4,80.6,31,35,8.2,2.64,3,3,8.6,68.6,24,8,4.0,38,24.4,1,0.09,9,,,,,68.9,77.7,74.6,,80.2,,,53.1,,,,1,1,38,50.0,12.5,92.2,2.6,1,2,0,0,1,0,0.0,297,8.5,0,90.5,21,21,-2.1,1.73,0,0,0.0,90.5,19,0,0.0,21,13.5,0,-0.08,3,,,,,67.2,64.6,72.5,,64.2,,,,,,,0,0,21,33.3,,86.3,0.0,0,0,0,0,0,0,0.0,99,4.7,1.07
Tyler Johnston III,60570,QB,UAB,10,-12.83,0,156,321,62.0,121,125,18.1,2.72,2,22,17.3,54.4,68,39,9.3,139,89.1,7,0.3,58,,,,,73.3,90.0,57.0,,90.3,,,70.8,,,,1,9,141,50.4,17.9,87.4,5.0,7,7,0,1,10,10,7.1,1298,10.4,66.7,102,103,14.9,2.6,1,17,16.3,60.2,62,27,8.8,111,71.2,6,0.21,45,,,,,72.5,88.4,69.9,,89.4,,,70.1,,,,0,8,112,47.7,22.2,80.7,5.4,6,2,0,0,7,8,7.1,944,9.2,57.1,35,38,17.5,2.64,1,5,12.8,47.4,18,13,10.0,45,28.8,2,0.12,14,,,,,35.8,71.9,10.9,,71.2,,,66.7,,,,1,1,46,48.9,7.7,107.2,2.2,1,5,0,1,4,2,4.3,379,10.0,0,81.3,16,16,-3.4,1.68,0,0,0.0,75.0,12,1,7.7,17,10.9,1,-0.76,1,,,,,22.7,44.9,71.8,,44.8,,,,,,,0,0,17,29.4,0.0,97.9,0.0,0,0,0,0,1,0,0.0,25,1.6,0.8
Drew Plitt,39879,QB,BALL ST,7,6.63,0,154,117,69.4,111,116,11.8,2.91,1,4,3.3,60.3,70,55,9.1,139,90.3,7,-0.1,49,,,,66.7,35.7,69.8,82.6,,69.0,59.7,,61.9,,,,1,8,146,43.2,21.8,75.3,8.6,12,11,0,3,6,10,6.8,959,8.3,71.9,96,101,9.6,2.68,1,4,3.7,63.4,64,39,7.2,120,77.9,5,-0.15,39,,,,70.7,32.3,70.3,82.2,,67.2,86.4,,64.3,,,,1,6,127,40.8,25.6,78.5,8.3,10,9,0,3,6,8,6.3,692,6.9,76.7,30,30,10.8,3.1,0,0,0.0,70.0,21,17,8.7,34,22.1,2,-0.05,12,,,,,68.6,69.5,74.4,,72.0,,,52.7,,,,0,2,35,47.1,11.8,76.5,5.9,2,2,0,0,0,2,5.7,316,10.5,0,100.0,15,15,-3.9,1.51,0,0,0.0,100.0,15,1,0.0,15,9.7,0,-0.32,2,,,,66.7,66.9,76.1,71.8,,68.5,89.5,,,,,,0,0,16,33.3,0.0,80.3,0.0,0,0,0,0,0,0,0.0,49,3.3,3.68
Brandon McIlwain,28485,QB,CAL,8,-9.62,0,153,130,66.4,107,115,10.0,2.77,2,3,2.5,56.5,65,42,8.5,138,90.2,6,-0.46,36,,,,,29.2,58.0,83.0,,46.2,54.3,,71.1,,,,4,8,145,43.5,16.7,47.0,5.1,7,16,1,1,1,11,7.6,659,5.7,69.4,98,104,9.0,2.69,1,3,2.7,63.5,66,31,2.9,123,80.4,2,-0.39,33,,,,66.7,36.5,66.5,82.8,,53.8,61.0,,74.3,,,,3,7,130,44.7,19.4,58.6,4.9,6,13,1,1,2,8,6.2,631,6.1,75.0,24,26,6.0,2.57,1,0,0.0,53.8,14,11,22.2,30,19.6,4,-0.44,7,,,,,27.3,33.9,73.9,,41.1,54.3,,42.3,,,,1,1,30,46.7,9.1,52.1,3.3,1,3,0,0,0,3,10.0,132,5.1,0,100.0,15,15,-3.1,1.76,0,0,0.0,100.0,15,0,0.0,15,9.8,0,0.2,4,,,,66.7,66.7,76.4,71.9,,77.1,61.0,,,,,,0,0,15,60.0,,117.8,0.0,0,0,0,0,1,0,0.0,104,6.9,-0.99
Armani Rogers,40034,QB,UNLV,6,19.28,0,153,325,49.1,108,112,13.6,2.8,2,5,4.2,42.9,48,56,9.4,147,96.1,5,-0.19,35,,,,,68.9,62.2,85.2,,50.4,,,71.1,,,,0,4,156,33.3,25.0,74.6,9.5,14,21,0,2,10,6,3.8,589,5.3,43.1,65,67,13.9,2.7,1,3,4.2,35.8,24,37,14.3,90,58.8,4,-0.28,21,,,,,66.2,61.4,84.3,,44.3,,,71.9,,,,0,4,96,28.9,18.9,55.4,7.8,7,14,0,1,6,6,6.3,297,4.4,59.6,47,49,11.8,2.75,1,2,3.9,55.1,27,20,3.6,63,41.2,1,-0.12,15,,,,,70.5,60.3,76.7,,59.8,,,60.3,,,,0,0,66,38.1,35.0,100.9,11.1,7,7,0,1,4,1,1.5,302,6.2,0,75.0,4,4,-3.3,0.9,0,0,0.0,75.0,3,1,0.0,6,3.9,0,-0.98,1,,,,,64.2,44.0,68.6,,44.0,,,,,,,0,0,6,16.7,0.0,77.1,0.0,0,0,0,0,0,1,16.7,10,2.5,1.73
